"Date","Time (ET)","Where","Favorite","FavDiv","Underdog","UDDiv","Spread","OULine","FavScore","UDogScore","OT","Differential","Total","OverUnder","SpreadWin","Winner","SpreadWinTeam","WinTeam"
2022-09-18,"4:04","Home","SF","NFC West","SEA","NFC West",-9,40.5,27,7,"No",20,34,"U","Favorite","Favorite","SF","SF"
2022-09-18,"4:25","Away","CIN","AFC North","DAL","NFC East",-7,42,17,20,"No",-3,37,"U","Underdog","Underdog","DAL","DAL"
2022-09-18,"4:25","Home","DEN","AFC West","HOU","AFC South",-10,45.5,16,9,"No",7,25,"U","Underdog","Favorite","HOU","DEN"
2022-09-18,"4:25","Home","LV","AFC West","ARI","NFC West",-5.5,51.5,23,29,"Yes",-6,52,"O","Underdog","Underdog","ARI","ARI"
2022-09-18,"8:20","Home","GB","NFC North","CHI","NFC North",-10,41.5,27,10,"No",17,37,"U","Favorite","Favorite","GB","GB"
2022-09-19,"7:15","Home","BUF","AFC East","TEN","AFC South",-10,47.5,41,7,"No",34,48,"O","Favorite","Favorite","BUF","BUF"
2022-09-19,"8:30","Home","PHI","NFC East","MIN","NFC North",-2.5,50.5,24,7,"No",17,31,"U","Favorite","Favorite","PHI","PHI"
2022-09-22,"8:15","Home","CLE","AFC North","PIT","AFC North",-4.5,38.5,29,17,"No",12,46,"O","Favorite","Favorite","CLE","CLE"
2022-09-25,"1:00","Away","NO","NFC South","CAR","NFC South",-2.5,41,14,22,"No",-8,36,"U","Underdog","Underdog","CAR","CAR"
2022-09-25,"1:00","Home","CHI","NFC North","HOU","AFC South",-3,39,23,20,"No",3,43,"O","Push","Favorite","Push","CHI"
2022-09-25,"1:00","Away","KC","AFC West","IND","AFC South",-5.5,51,17,20,"No",-3,37,"U","Underdog","Underdog","IND","IND"
2022-09-25,"1:00","Away","BUF","AFC East","MIA","AFC East",-4.5,53,19,21,"No",-2,40,"U","Underdog","Underdog","MIA","MIA"
2022-09-25,"1:00","Home","MIN","NFC North","DET","NFC North",-6,52.5,28,24,"No",4,52,"U","Underdog","Favorite","DET","MIN"
2022-09-25,"1:00","Away","BAL","AFC North","NE","AFC East",-2.5,44,37,26,"No",11,63,"O","Favorite","Favorite","BAL","BAL"
2022-09-25,"1:00","Away","CIN","AFC North","NYJ","AFC East",-6,45,27,12,"No",15,39,"U","Favorite","Favorite","CIN","CIN"
2022-09-25,"1:00","Away","LV","AFC West","TEN","AFC South",-2,45.5,22,24,"No",-2,46,"O","Underdog","Underdog","TEN","TEN"
2022-09-25,"4:04","Home","LAC","AFC West","JAC","AFC South",-3,42.5,10,38,"No",-28,48,"O","Underdog","Underdog","JAC","JAC"
2022-09-25,"4:25","Away","LA","NFC West","ARI","NFC West",-3.5,48.5,20,12,"No",8,32,"U","Favorite","Favorite","LA","LA"
2022-09-25,"4:25","Home","SEA","NFC West","ATL","NFC South",-1,42,23,27,"No",-4,50,"O","Underdog","Underdog","ATL","ATL"
2022-09-25,"4:25","Home","TB","NFC South","GB","NFC North",-1,42,12,14,"No",-2,26,"U","Underdog","Underdog","GB","GB"
2022-09-25,"8:20","Away","SF","NFC West","DEN","AFC West",-1.5,44.5,10,11,"No",-1,21,"U","Underdog","Underdog","DEN","DEN"
2022-09-26,"8:15","Home","NYG","NFC East","DAL","NFC East",-1,39,16,23,"No",-7,39,"P","Underdog","Underdog","DAL","DAL"
2022-09-29,"8:15","Home","CIN","AFC North","MIA","AFC East",-3.5,47.5,27,15,"No",12,42,"U","Favorite","Favorite","CIN","CIN"
2022-10-02,"1:00","Away","CLE","AFC North","ATL","NFC South",-1,47.5,20,23,"No",-3,43,"U","Underdog","Underdog","ATL","ATL"
2022-10-02,"1:00","Away","BUF","AFC East","BAL","AFC North",-3,51,23,20,"No",3,43,"U","Push","Favorite","Push","BUF"
2022-10-02,"1:00","Home","DET","NFC North","SEA","NFC West",-3.5,48,45,48,"No",-3,93,"O","Underdog","Underdog","SEA","SEA"
2022-10-02,"1:00","Away","LAC","AFC West","HOU","AFC South",-6,45,34,24,"No",10,58,"O","Favorite","Favorite","LAC","LAC"
2022-10-02,"1:00","Home","IND","AFC South","TEN","AFC South",-3.5,43,17,24,"No",-7,41,"U","Underdog","Underdog","TEN","TEN"
2022-10-02,"1:00","Neutral","MIN","NFC North","NO","NFC South",-3.5,42,28,25,"No",3,53,"O","Underdog","Favorite","NO","MIN"
2022-10-02,"1:00","Home","NYG","NFC East","CHI","NFC North",-3,39,20,12,"No",8,32,"U","Favorite","Favorite","NYG","NYG"
2022-10-02,"1:00","Home","PHI","NFC East","JAC","AFC South",-6.5,45.5,29,21,"No",8,50,"O","Favorite","Favorite","PHI","PHI"
2022-10-02,"1:00","Home","PIT","AFC North","NYJ","AFC East",-3.5,41.5,20,24,"No",-4,44,"O","Underdog","Underdog","NYJ","NYJ"
2022-10-02,"4:04","Home","CAR","NFC South","ARI","NFC West",-1,43.5,16,26,"No",-10,42,"U","Underdog","Underdog","ARI","ARI"
2022-10-02,"4:25","Home","GB","NFC North","NE","AFC East",-9.5,40,27,24,"Yes",3,51,"O","Underdog","Favorite","NE","GB"
2022-10-02,"4:25","Home","LV","AFC West","DEN","AFC West",-2.5,45.5,32,23,"No",9,55,"O","Favorite","Favorite","LV","LV"
2022-10-02,"8:20","Home","TB","NFC South","KC","AFC West",-1,46,31,41,"No",-10,72,"O","Underdog","Underdog","KC","KC"
2022-10-03,"8:15","Home","SF","NFC West","LA","NFC West",-1.5,42.5,24,9,"No",15,33,"U","Favorite","Favorite","SF","SF"
2022-10-06,"8:15","Home","DEN","AFC West","IND","AFC South",-3,42,9,12,"Yes",-3,21,"U","Underdog","Underdog","IND","IND"
2022-10-09,"9:29","Neutral","GB","NFC North","NYG","NFC East",-8,41.5,22,27,"No",-5,49,"O","Underdog","Underdog","NYG","NYG"
2022-10-09,"1:00","Home","BUF","AFC East","PIT","AFC North",-14,45.5,38,3,"No",35,41,"U","Favorite","Favorite","BUF","BUF"
2022-10-09,"1:00","Away","LAC","AFC West","CLE","AFC North",-1,47,30,28,"No",2,58,"O","Favorite","Favorite","LAC","LAC"
2022-10-09,"1:00","Home","JAC","AFC South","HOU","AFC South",-7,43.5,6,13,"No",-7,19,"U","Underdog","Underdog","HOU","HOU"
2022-10-09,"1:00","Home","MIN","NFC North","CHI","NFC North",-7.5,44,29,22,"No",7,51,"O","Underdog","Favorite","CHI","MIN"
2022-10-09,"1:00","Home","NE","AFC East","DET","NFC North",-3,45.5,29,0,"No",29,29,"U","Favorite","Favorite","NE","NE"
2022-10-09,"1:00","Home","NO","NFC South","SEA","NFC West",-5,45,39,32,"No",7,71,"O","Favorite","Favorite","NO","NO"
2022-10-09,"1:00","Away","MIA","AFC East","NYJ","AFC East",-3.5,45,17,40,"No",-23,57,"O","Underdog","Underdog","NYJ","NYJ"
2022-10-09,"1:00","Home","TB","NFC South","ATL","NFC South",-10,46.5,21,15,"No",6,36,"U","Underdog","Favorite","ATL","TB"
2022-10-09,"4:04","Away","SF","NFC West","CAR","NFC South",-6.5,39.5,37,15,"No",22,52,"O","Favorite","Favorite","SF","SF"
2022-10-09,"4:25","Away","PHI","NFC East","ARI","NFC West",-5,49,20,17,"No",3,37,"U","Underdog","Favorite","ARI","PHI"
2022-10-09,"4:25","Home","LA","NFC West","DAL","NFC East",-5.5,42,10,22,"No",-12,32,"U","Underdog","Underdog","DAL","DAL"
2022-10-09,"8:20","Home","BAL","AFC North","CIN","AFC North",-3.5,47.5,19,17,"No",2,36,"U","Underdog","Favorite","CIN","BAL"
2022-10-10,"8:15","Home","KC","AFC West","LV","AFC West",-7,51.5,30,29,"No",1,59,"O","Underdog","Favorite","LV","KC"
2022-10-16,"1:00","Away","SF","NFC West","ATL","NFC South",-4.5,45,14,28,"No",-14,42,"U","Underdog","Underdog","ATL","ATL"
2022-10-16,"1:00","Home","CLE","AFC North","NE","AFC East",-2.5,43,15,38,"No",-23,53,"O","Underdog","Underdog","NE","NE"
2022-10-16,"1:00","Home","GB","NFC North","NYJ","AFC East",-7.5,45,10,27,"No",-17,37,"U","Underdog","Underdog","NYJ","NYJ"
2022-10-16,"1:00","Home","IND","AFC South","JAC","AFC South",-1.5,41,34,27,"No",7,61,"O","Favorite","Favorite","IND","IND"
2022-10-16,"1:00","Away","MIN","NFC North","MIA","AFC East",-3,45.5,24,16,"No",8,40,"U","Favorite","Favorite","MIN","MIN"
2022-10-16,"1:00","Away","CIN","AFC North","NO","NFC South",-3,43,30,26,"No",4,56,"O","Favorite","Favorite","CIN","CIN"
2022-10-16,"1:00","Away","BAL","AFC North","NYG","NFC East",-5.5,45.5,20,24,"No",-4,44,"U","Underdog","Underdog","NYG","NYG"
2022-10-16,"1:00","Away","TB","NFC South","PIT","AFC North",-9.5,46,18,20,"No",-2,38,"U","Underdog","Underdog","PIT","PIT"
2022-10-16,"4:04","Home","LA","NFC West","CAR","NFC South",-10,41.5,24,10,"No",14,34,"U","Favorite","Favorite","LA","LA"
2022-10-16,"4:04","Away","ARI","NFC West","SEA","NFC West",-2.5,50.5,9,19,"No",-10,28,"U","Underdog","Underdog","SEA","SEA"
2022-10-16,"4:25","Away","BUF","AFC East","KC","AFC West",-2.5,54,24,20,"No",4,44,"U","Favorite","Favorite","BUF","BUF"
2022-10-16,"8:20","Home","PHI","NFC East","DAL","NFC East",-6.5,42,26,17,"No",9,43,"O","Favorite","Favorite","PHI","PHI"
2022-10-17,"8:15","Home","LAC","AFC West","DEN","AFC West",-4.5,45.5,19,16,"Yes",3,35,"U","Underdog","Favorite","DEN","LAC"
2022-10-20,"8:15","Home","ARI","NFC West","NO","NFC South",-2.5,44,42,34,"No",8,76,"O","Favorite","Favorite","ARI","ARI"
2022-10-23,"1:00","Home","BAL","AFC North","CLE","AFC North",-6.5,45.5,23,20,"No",3,43,"U","Underdog","Favorite","CLE","BAL"
2022-10-23,"1:00","Away","TB","NFC South","CAR","NFC South",-13,39.5,3,21,"No",-18,24,"U","Underdog","Underdog","CAR","CAR"
2022-10-23,"1:00","Home","CIN","AFC North","ATL","NFC South",-6.5,47,35,17,"No",18,52,"O","Favorite","Favorite","CIN","CIN"
2022-10-23,"1:00","Home","DAL","NFC East","DET","NFC North",-6.5,49,24,6,"No",18,30,"U","Favorite","Favorite","DAL","DAL"
2022-10-23,"1:00","Home","JAC","AFC South","NYG","NFC East",-3,43.5,17,23,"No",-6,40,"U","Underdog","Underdog","NYG","NYG"
2022-10-23,"1:00","Home","TEN","AFC South","IND","AFC South",-2.5,41.5,19,10,"No",9,29,"U","Favorite","Favorite","TEN","TEN"
2022-10-23,"4:04","Away","NYJ","AFC East","DEN","AFC West",-1.5,37,16,9,"No",7,25,"U","Favorite","Favorite","NYJ","NYJ"
2022-10-23,"4:04","Home","LV","AFC West","HOU","AFC South",-7,46,38,20,"No",18,58,"O","Favorite","Favorite","LV","LV"
2022-10-23,"4:25","Home","LAC","AFC West","SEA","NFC West",-4.5,50.5,23,37,"No",-14,60,"O","Underdog","Underdog","SEA","SEA"
2022-10-23,"4:25","Away","KC","AFC West","SF","NFC West",-1,49,44,23,"No",21,67,"O","Favorite","Favorite","KC","KC"
2022-10-23,"8:20","Home","MIA","AFC East","PIT","AFC North",-7.5,44.5,16,10,"No",6,26,"U","Underdog","Favorite","PIT","MIA"
2022-10-24,"8:15","Home","NE","AFC East","CHI","NFC North",-8.5,40.5,14,33,"No",-19,47,"O","Underdog","Underdog","CHI","CHI"
2022-10-27,"8:15","Home","TB","NFC South","BAL","AFC North",-1.5,45.5,22,27,"No",-5,49,"O","Underdog","Underdog","BAL","BAL"
2022-10-30,"9:29","Neutral","JAC","AFC South","DEN","AFC West",-2,40.5,17,21,"No",-4,38,"U","Underdog","Underdog","DEN","DEN"
2022-10-30,"1:00","Home","ATL","NFC South","CAR","NFC South",-4,41,37,34,"Yes",3,71,"O","Underdog","Favorite","CAR","ATL"
2022-10-30,"1:00","Home","DAL","NFC East","CHI","NFC North",-10,42.5,49,29,"No",20,78,"O","Favorite","Favorite","DAL","DAL"
2022-10-30,"1:00","Away","MIA","AFC East","DET","NFC North",-3.5,51.5,31,27,"No",4,58,"O","Favorite","Favorite","MIA","MIA"
2022-10-30,"1:00","Home","MIN","NFC North","ARI","NFC West",-3.5,48.5,34,26,"No",8,60,"O","Favorite","Favorite","MIN","MIN"
2022-10-30,"1:00","Away","LV","AFC West","NO","NFC South",-1.5,49.5,0,24,"No",-24,24,"U","Underdog","Underdog","NO","NO"
2022-10-30,"1:00","Away","NE","AFC East","NYJ","AFC East",-2.5,40,22,17,"No",5,39,"U","Favorite","Favorite","NE","NE"
2022-10-30,"1:00","Home","PHI","NFC East","PIT","AFC North",-10.5,43,35,13,"No",22,48,"O","Favorite","Favorite","PHI","PHI"
2022-10-30,"4:04","Away","TEN","AFC South","HOU","AFC South",-3.5,39,17,10,"No",7,27,"U","Favorite","Favorite","TEN","TEN"
2022-10-30,"4:04","Home","SEA","NFC West","NYG","NFC East",-3,44.5,27,13,"No",14,40,"U","Favorite","Favorite","SEA","SEA"
2022-10-30,"4:25","Home","LA","NFC West","SF","NFC West",-2.5,42,14,31,"No",-17,45,"O","Underdog","Underdog","SF","SF"
2022-10-30,"8:20","Home","BUF","AFC East","GB","NFC North",-10.5,47,27,17,"No",10,44,"U","Underdog","Favorite","GB","BUF"
2022-10-31,"8:15","Away","CIN","AFC North","CLE","AFC North",-3,45,13,32,"No",-19,45,"P","Underdog","Underdog","CLE","CLE"
2022-11-03,"8:15","Away","PHI","NFC East","HOU","AFC South",-13.5,45.5,29,17,"No",12,46,"O","Underdog","Favorite","HOU","PHI"
2022-11-06,"1:00","Away","LAC","AFC West","ATL","NFC South",-3,49.5,20,17,"No",3,37,"U","Push","Favorite","Push","LAC"
2022-11-06,"1:00","Away","MIA","AFC East","CHI","NFC North",-4,45.5,35,32,"No",3,67,"O","Underdog","Favorite","CHI","MIA"
2022-11-06,"1:00","Home","CIN","AFC North","CAR","NFC South",-7,42.5,42,21,"No",21,63,"O","Favorite","Favorite","CIN","CIN"
2022-11-06,"1:00","Away","GB","NFC North","DET","NFC North",-3.5,49.5,9,15,"No",-6,24,"U","Underdog","Underdog","DET","DET"
2022-11-06,"1:00","Away","LV","AFC West","JAC","AFC South",-2.5,48,20,27,"No",-7,47,"U","Underdog","Underdog","JAC","JAC"
2022-11-06,"1:00","Home","NE","AFC East","IND","AFC South",-5,40.5,26,3,"No",23,29,"U","Favorite","Favorite","NE","NE"
2022-11-06,"1:00","Away","BUF","AFC East","NYJ","AFC East",-11,46,17,20,"No",-3,37,"U","Underdog","Underdog","NYJ","NYJ"
2022-11-06,"4:04","Home","ARI","NFC West","SEA","NFC West",-2,49,21,31,"No",-10,52,"O","Underdog","Underdog","SEA","SEA"
2022-11-06,"4:25","Home","TB","NFC South","LA","NFC West",-3,42.5,16,13,"No",3,29,"U","Push","Favorite","Push","TB"
2022-11-06,"8:20","Home","KC","AFC West","TEN","AFC South",-12.5,45.5,20,17,"Yes",3,37,"U","Underdog","Favorite","TEN","KC"
2022-11-07,"8:15","Away","BAL","AFC North","NO","NFC South",-1.5,46.5,27,13,"No",14,40,"U","Favorite","Favorite","BAL","BAL"
2022-11-10,"8:15","Away","ATL","NFC South","CAR","NFC South",-2.5,41.5,15,25,"No",-10,40,"U","Underdog","Underdog","CAR","CAR"
2022-11-13,"1:00","Home","BUF","AFC East","MIN","NFC North",-6.5,44.5,30,33,"Yes",-3,63,"O","Underdog","Underdog","MIN","MIN"
2022-11-13,"1:00","Home","CHI","NFC North","DET","NFC North",-2.5,48.5,30,31,"No",-1,61,"O","Underdog","Underdog","DET","DET"
2022-11-13,"1:00","Home","KC","AFC West","JAC","AFC South",-9,51,27,17,"No",10,44,"U","Favorite","Favorite","KC","KC"
2022-11-13,"1:00","Home","MIA","AFC East","CLE","AFC North",-3.5,49.5,39,17,"No",22,56,"O","Favorite","Favorite","MIA","MIA"
2022-11-13,"1:00","Home","NYG","NFC East","HOU","AFC South",-4.5,41,24,16,"No",8,40,"U","Favorite","Favorite","NYG","NYG"
2022-11-13,"1:00","Away","NO","NFC South","PIT","AFC North",-1,40,10,20,"No",-10,30,"U","Underdog","Underdog","PIT","PIT"
2022-11-13,"1:00","Home","TEN","AFC South","DEN","AFC West",-2.5,39,17,10,"No",7,27,"U","Favorite","Favorite","TEN","TEN"
2022-11-13,"4:04","Home","LV","AFC West","IND","AFC South",-4,41,20,25,"No",-5,45,"O","Underdog","Underdog","IND","IND"
2022-11-13,"4:25","Away","DAL","NFC East","GB","NFC North",-4,44.5,28,31,"Yes",-3,59,"O","Underdog","Underdog","GB","GB"
2022-11-13,"4:25","Home","LA","NFC West","ARI","NFC West",-2.5,39.5,17,27,"No",-10,44,"O","Underdog","Underdog","ARI","ARI"
2022-11-13,"8:20","Home","SF","NFC West","LAC","AFC West",-7.5,45,22,16,"No",6,38,"U","Underdog","Favorite","LAC","SF"
2022-11-13,"9:29","Neutral","TB","NFC South","SEA","NFC West",-2.5,45,21,16,"No",5,37,"U","Favorite","Favorite","TB","TB"
2022-11-17,"8:15","Home","GB","NFC North","TEN","AFC South",-3,41,17,27,"No",-10,44,"O","Underdog","Underdog","TEN","TEN"
2022-11-20,"1:00","Home","ATL","NFC South","CHI","NFC North",-2.5,49,27,24,"No",3,51,"O","Favorite","Favorite","ATL","ATL"
2022-11-20,"1:00","Home","BAL","AFC North","CAR","NFC South",-13,41.5,13,3,"No",10,16,"U","Underdog","Favorite","CAR","BAL"
2022-11-20,"1:00","Neutral","BUF","AFC East","CLE","AFC North",-7.5,50,31,23,"No",8,54,"O","Favorite","Favorite","BUF","BUF"
2022-11-20,"1:00","Away","PHI","NFC East","IND","AFC South",-6.5,45.5,17,16,"No",1,33,"U","Underdog","Favorite","IND","PHI"
2022-11-20,"1:00","Home","NE","AFC East","NYJ","AFC East",-3.5,38,10,3,"No",7,13,"U","Favorite","Favorite","NE","NE"
2022-11-20,"1:00","Home","NO","NFC South","LA","NFC West",-2.5,39,27,20,"No",7,47,"O","Favorite","Favorite","NO","NO"
2022-11-20,"1:00","Home","NYG","NFC East","DET","NFC North",-3,44.5,18,31,"No",-13,49,"O","Underdog","Underdog","DET","DET"
2022-11-20,"4:04","Home","DEN","AFC West","LV","AFC West",-2.5,41,16,22,"Yes",-6,38,"U","Underdog","Underdog","LV","LV"
2022-11-20,"4:25","Away","DAL","NFC East","MIN","NFC North",-1.5,48.5,40,3,"No",37,43,"U","Favorite","Favorite","DAL","DAL"
2022-11-20,"4:25","Away","CIN","AFC North","PIT","AFC North",-3.5,40,37,30,"No",7,67,"O","Favorite","Favorite","CIN","CIN"
2022-11-20,"8:20","Away","KC","AFC West","LAC","AFC West",-5,52.5,30,27,"No",3,57,"O","Underdog","Favorite","LAC","KC"
2022-11-21,"8:15","Neutral","SF","NFC West","ARI","NFC West",-8,43,38,10,"No",28,48,"O","Favorite","Favorite","SF","SF"
2022-11-24,"12:30","Away","BUF","AFC East","DET","NFC North",-9.5,54.5,28,25,"No",3,53,"U","Underdog","Favorite","DET","BUF"
2022-11-24,"4:30","Home","DAL","NFC East","NYG","NFC East",-10,45.5,28,20,"No",8,48,"O","Underdog","Favorite","NYG","DAL"
2022-11-24,"8:20","Home","MIN","NFC North","NE","AFC East",-2.5,42.5,33,26,"No",7,59,"O","Favorite","Favorite","MIN","MIN"
2022-11-27,"1:00","Away","DEN","AFC West","CAR","NFC South",-1,36,10,23,"No",-13,33,"U","Underdog","Underdog","CAR","CAR"
2022-11-27,"1:00","Away","TB","NFC South","CLE","AFC North",-3,42,17,23,"Yes",-6,40,"U","Underdog","Underdog","CLE","CLE"
2022-11-27,"1:00","Away","BAL","AFC North","JAC","AFC South",-3.5,43,27,28,"No",-1,55,"O","Underdog","Underdog","JAC","JAC"
2022-11-27,"1:00","Home","MIA","AFC East","HOU","AFC South",-14,47,30,15,"No",15,45,"U","Favorite","Favorite","MIA","MIA"
2022-11-27,"1:00","Home","NYJ","AFC East","CHI","NFC North",-7,38.5,31,10,"No",21,41,"O","Favorite","Favorite","NYJ","NYJ"
2022-11-27,"1:00","Away","CIN","AFC North","TEN","AFC South",-1.5,43,20,16,"No",4,36,"U","Favorite","Favorite","CIN","CIN"
2022-11-27,"4:04","Away","LAC","AFC West","ARI","NFC West",-2.5,48.5,25,24,"No",1,49,"O","Underdog","Favorite","ARI","LAC"
2022-11-27,"4:04","Home","SEA","NFC West","LV","AFC West",-4,47.5,34,40,"Yes",-6,74,"O","Underdog","Underdog","LV","LV"
2022-11-27,"4:25","Home","KC","AFC West","LA","NFC West",-15.5,42,26,10,"No",16,36,"U","Favorite","Favorite","KC","KC"
2022-11-27,"4:25","Home","SF","NFC West","NO","NFC South",-9,43,13,0,"No",13,13,"U","Favorite","Favorite","SF","SF"
2022-11-27,"8:20","Home","PHI","NFC East","GB","NFC North",-6.5,46,40,33,"No",7,73,"O","Favorite","Favorite","PHI","PHI"
2022-11-28,"8:15","Home","IND","AFC South","PIT","AFC North",-2.5,39.5,17,24,"No",-7,41,"O","Underdog","Underdog","PIT","PIT"
2022-12-01,"8:15","Away","BUF","AFC East","NE","AFC East",-3.5,43.5,24,10,"No",14,34,"U","Favorite","Favorite","BUF","BUF"
2022-12-04,"1:00","Home","ATL","NFC South","PIT","AFC North",-1,43,16,19,"No",-3,35,"U","Underdog","Underdog","PIT","PIT"
2022-12-04,"1:00","Home","BAL","AFC North","DEN","AFC West",-9.5,39.5,10,9,"No",1,19,"U","Underdog","Favorite","DEN","BAL"
2022-12-04,"1:00","Away","GB","NFC North","CHI","NFC North",-4.5,45,28,19,"No",9,47,"O","Favorite","Favorite","GB","GB"
2022-12-04,"1:00","Home","DET","NFC North","JAC","AFC South",-1,51,40,14,"No",26,54,"O","Favorite","Favorite","DET","DET"
2022-12-04,"1:00","Away","CLE","AFC North","HOU","AFC South",-8,46.5,27,14,"No",13,41,"U","Favorite","Favorite","CLE","CLE"
2022-12-04,"1:00","Home","MIN","NFC North","NYJ","AFC East",-3,44.5,27,22,"No",5,49,"O","Favorite","Favorite","MIN","MIN"
2022-12-04,"1:00","Home","PHI","NFC East","TEN","AFC South",-4,44,35,10,"No",25,45,"O","Favorite","Favorite","PHI","PHI"
2022-12-04,"4:04","Away","SEA","NFC West","LA","NFC West",-7,41,27,23,"No",4,50,"O","Underdog","Favorite","LA","SEA"
2022-12-04,"4:04","Home","SF","NFC West","MIA","AFC East",-4.5,45.5,33,17,"No",16,50,"O","Favorite","Favorite","SF","SF"
2022-12-04,"4:25","Away","KC","AFC West","CIN","AFC North",-2.5,53,24,27,"No",-3,51,"U","Underdog","Underdog","CIN","CIN"
2022-12-04,"4:25","Home","LV","AFC West","LAC","AFC West",-2.5,49.5,27,20,"No",7,47,"U","Favorite","Favorite","LV","LV"
2022-12-04,"8:20","Home","DAL","NFC East","IND","AFC South",-10.5,44.5,54,19,"No",35,73,"O","Favorite","Favorite","DAL","DAL"
2022-12-05,"8:15","Home","TB","NFC South","NO","NFC South",-3,41,17,16,"No",1,33,"U","Underdog","Favorite","NO","TB"
2022-12-08,"8:15","Away","LV","AFC West","LA","NFC West",-6,44.5,16,17,"No",-1,33,"U","Underdog","Underdog","LA","LA"
2022-12-11,"1:00","Home","BUF","AFC East","NYJ","AFC East",-10,43,20,12,"No",8,32,"U","Underdog","Favorite","NYJ","BUF"
2022-12-11,"1:00","Home","CIN","AFC North","CLE","AFC North",-5.5,46.5,23,10,"No",13,33,"U","Favorite","Favorite","CIN","CIN"
2022-12-11,"1:00","Home","DAL","NFC East","HOU","AFC South",-17,44,27,23,"No",4,50,"O","Underdog","Favorite","HOU","DAL"
2022-12-11,"1:00","Home","DET","NFC North","MIN","NFC North",-2,51.5,34,23,"No",11,57,"O","Favorite","Favorite","DET","DET"
2022-12-11,"1:00","Away","PHI","NFC East","NYG","NFC East",-7,45,48,22,"No",26,70,"O","Favorite","Favorite","PHI","PHI"
2022-12-11,"1:00","Home","PIT","AFC North","BAL","AFC North",-1.5,36.5,14,16,"No",-2,30,"U","Underdog","Underdog","BAL","BAL"
2022-12-11,"1:00","Home","TEN","AFC South","JAC","AFC South",-3.5,41,22,36,"No",-14,58,"O","Underdog","Underdog","JAC","JAC"
