"Date","Time (ET)","Where","Favorite","FavDiv","Underdog","UDDiv","Spread","OULine","FavScore","UDogScore","OT","Differential","Total","OverUnder","SpreadWin","Winner","SpreadWinTeam","WinTeam"
2021-10-03,"4:25","Home","GB","NFC North","PIT","AFC North",-6,44.5,27,17,"No",10,44,"U","Favorite","Favorite","GB","GB"
2021-10-03,"8:20","Away","TB","NFC South","NE","AFC East",-7,49.5,19,17,"No",2,36,"U","Underdog","Favorite","NE","TB"
2021-10-04,"8:15","Home","LAC","AFC West","LV","AFC West",-3,52,28,14,"No",14,42,"U","Favorite","Favorite","LAC","LAC"
2021-10-07,"8:20","Away","LA","NFC West","SEA","NFC West",-2.5,54.5,26,17,"No",9,43,"U","Favorite","Favorite","LA","LA"
2021-10-10,"9:29","Neutral","ATL","NFC South","NYJ","AFC East",-2.5,45,27,20,"No",7,47,"O","Favorite","Favorite","ATL","ATL"
2021-10-10,"1:00","Home","CAR","NFC South","PHI","NFC East",-3,46,18,21,"No",-3,39,"U","Underdog","Underdog","PHI","PHI"
2021-10-10,"1:00","Away","GB","NFC North","CIN","AFC North",-3,51,25,22,"Yes",3,47,"U","Push","Favorite","Push","GB"
2021-10-10,"1:00","Away","NE","AFC East","HOU","AFC South",-8,39,25,22,"No",3,47,"O","Underdog","Favorite","HOU","NE"
2021-10-10,"1:00","Away","TEN","AFC South","JAC","AFC South",-4.5,48.5,37,19,"No",18,56,"O","Favorite","Favorite","TEN","TEN"
2021-10-10,"1:00","Home","MIN","NFC North","DET","NFC North",-10,49.5,19,17,"No",2,36,"U","Underdog","Favorite","DET","MIN"
2021-10-10,"1:00","Away","DEN","AFC West","PIT","AFC North",-1.5,39.5,19,27,"No",-8,46,"O","Underdog","Underdog","PIT","PIT"
2021-10-10,"1:00","Home","TB","NFC South","MIA","AFC East",-10,48,45,17,"No",28,62,"O","Favorite","Favorite","TB","TB"
2021-10-10,"1:00","Away","NO","NFC South","WAS","NFC East",-2.5,43.5,33,22,"No",11,55,"O","Favorite","Favorite","NO","NO"
2021-10-10,"4:04","Home","LV","AFC West","CHI","NFC North",-5.5,45.5,9,20,"No",-11,29,"U","Underdog","Underdog","CHI","CHI"
2021-10-10,"4:04","Home","LAC","AFC West","CLE","AFC North",-2.5,46.5,47,42,"No",5,89,"O","Favorite","Favorite","LAC","LAC"
2021-10-10,"4:25","Home","ARI","NFC West","SF","NFC West",-5,48.5,17,10,"No",7,27,"U","Favorite","Favorite","ARI","ARI"
2021-10-10,"4:25","Home","DAL","NFC East","NYG","NFC East",-7,52.5,44,20,"No",24,64,"O","Favorite","Favorite","DAL","DAL"
2021-10-10,"8:20","Home","KC","AFC West","BUF","AFC East",-2.5,56.5,20,38,"No",-18,58,"O","Underdog","Underdog","BUF","BUF"
2021-10-11,"8:15","Home","BAL","AFC North","IND","AFC South",-7,46,31,25,"Yes",6,56,"O","Underdog","Favorite","IND","BAL"
2021-10-14,"8:20","Away","TB","NFC South","PHI","NFC East",-7,52.5,28,22,"No",6,50,"U","Underdog","Favorite","PHI","TB"
2021-10-17,"9:29","Neutral","MIA","AFC East","JAC","AFC South",-3,47,20,23,"No",-3,43,"U","Underdog","Underdog","JAC","JAC"
2021-10-17,"1:00","Home","BAL","AFC North","LAC","AFC West",-2.5,51.5,34,6,"No",28,40,"U","Favorite","Favorite","BAL","BAL"
2021-10-17,"1:00","Away","MIN","NFC North","CAR","NFC South",-2.5,45.5,34,28,"Yes",6,62,"O","Favorite","Favorite","MIN","MIN"
2021-10-17,"1:00","Away","GB","NFC North","CHI","NFC North",-6,44,24,14,"No",10,38,"U","Favorite","Favorite","GB","GB"
2021-10-17,"1:00","Away","CIN","AFC North","DET","NFC North",-3.5,47,34,11,"No",23,45,"U","Favorite","Favorite","CIN","CIN"
2021-10-17,"1:00","Home","IND","AFC South","HOU","AFC South",-10,43.5,31,3,"No",28,34,"U","Favorite","Favorite","IND","IND"
2021-10-17,"1:00","Away","LA","NFC West","NYG","NFC East",-9,48.5,38,11,"No",27,49,"O","Favorite","Favorite","LA","LA"
2021-10-17,"1:00","Away","KC","AFC West","WAS","NFC East",-7,54,31,13,"No",18,44,"U","Favorite","Favorite","KC","KC"
2021-10-17,"4:04","Home","CLE","AFC North","ARI","NFC West",-3.5,48.5,14,37,"No",-23,51,"O","Underdog","Underdog","ARI","ARI"
2021-10-17,"4:25","Home","DEN","AFC West","LV","AFC West",-4,43.5,24,34,"No",-10,58,"O","Underdog","Underdog","LV","LV"
2021-10-17,"4:25","Away","DAL","NFC East","NE","AFC East",-3.5,50.5,35,29,"Yes",6,64,"O","Favorite","Favorite","DAL","DAL"
2021-10-17,"8:20","Home","PIT","AFC North","SEA","NFC West",-5,43,23,20,"Yes",3,43,"P","Underdog","Favorite","SEA","PIT"
2021-10-18,"8:15","Away","BUF","AFC East","TEN","AFC South",-6,53.5,31,34,"No",-3,65,"O","Underdog","Underdog","TEN","TEN"
2021-10-21,"8:20","Home","CLE","AFC North","DEN","AFC West",-1.5,41.5,17,14,"No",3,31,"U","Favorite","Favorite","CLE","CLE"
2021-10-24,"1:00","Home","BAL","AFC North","CIN","AFC North",-6.5,45.5,17,41,"No",-24,58,"O","Underdog","Underdog","CIN","CIN"
2021-10-24,"1:00","Home","GB","NFC North","WAS","NFC East",-8,48,24,10,"No",14,34,"U","Favorite","Favorite","GB","GB"
2021-10-24,"1:00","Away","ATL","NFC South","MIA","AFC East",-2,47.5,30,28,"No",2,58,"O","Push","Favorite","Push","ATL"
2021-10-24,"1:00","Home","NE","AFC East","NYJ","AFC East",-7,42.5,54,13,"No",41,67,"O","Favorite","Favorite","NE","NE"
2021-10-24,"1:00","Away","CAR","NFC South","NYG","NFC East",-3,42.5,3,25,"No",-22,28,"U","Underdog","Underdog","NYG","NYG"
2021-10-24,"1:00","Away","KC","AFC West","TEN","AFC South",-4,57.5,3,27,"No",-24,30,"U","Underdog","Underdog","TEN","TEN"
2021-10-24,"4:04","Home","LV","AFC West","PHI","NFC East",-3,48.5,33,22,"No",11,55,"O","Favorite","Favorite","LV","LV"
2021-10-24,"4:04","Home","LA","NFC West","DET","NFC North",-16.5,50.5,28,19,"No",9,47,"U","Underdog","Favorite","DET","LA"
2021-10-24,"4:25","Home","ARI","NFC West","HOU","AFC South",-18,47.5,31,5,"No",26,36,"U","Favorite","Favorite","ARI","ARI"
2021-10-24,"4:25","Home","TB","NFC South","CHI","NFC North",-11.5,47,38,3,"No",35,41,"U","Favorite","Favorite","TB","TB"
2021-10-24,"8:20","Home","SF","NFC West","IND","AFC South",-4,42.5,18,30,"No",-12,48,"O","Underdog","Underdog","IND","IND"
2021-10-25,"8:15","Away","NO","NFC South","SEA","NFC West",-4.5,42.5,13,10,"No",3,23,"U","Underdog","Favorite","SEA","NO"
2021-10-28,"8:20","Home","ARI","NFC West","GB","NFC North",-6.5,50.5,21,24,"No",-3,45,"U","Underdog","Underdog","GB","GB"
2021-10-31,"1:00","Home","ATL","NFC South","CAR","NFC South",-3,47,13,19,"No",-6,32,"U","Underdog","Underdog","CAR","CAR"
2021-10-31,"1:00","Home","BUF","AFC East","MIA","AFC East",-14,49,26,11,"No",15,37,"U","Favorite","Favorite","BUF","BUF"
2021-10-31,"1:00","Away","SF","NFC West","CHI","NFC North",-4,39.5,33,22,"No",11,55,"O","Favorite","Favorite","SF","SF"
2021-10-31,"1:00","Home","CLE","AFC North","PIT","AFC North",-4.5,43,10,15,"No",-5,25,"U","Underdog","Underdog","PIT","PIT"
2021-10-31,"1:00","Away","PHI","NFC East","DET","NFC North",-3.5,48,44,6,"No",38,50,"O","Favorite","Favorite","PHI","PHI"
2021-10-31,"1:00","Away","LA","NFC West","HOU","AFC South",-16,46.5,38,22,"No",16,60,"O","Push","Favorite","Push","LA"
2021-10-31,"1:00","Home","IND","AFC South","TEN","AFC South",-3,51,31,34,"Yes",-3,65,"O","Underdog","Underdog","TEN","TEN"
2021-10-31,"1:00","Away","CIN","AFC North","NYJ","AFC East",-11,43,31,34,"No",-3,65,"O","Underdog","Underdog","NYJ","NYJ"
2021-10-31,"4:04","Home","LAC","AFC West","NE","AFC East",-4.5,49.5,24,27,"No",-3,51,"O","Underdog","Underdog","NE","NE"
2021-10-31,"4:04","Home","SEA","NFC West","JAC","AFC South",-3.5,44.5,31,7,"No",24,38,"U","Favorite","Favorite","SEA","SEA"
2021-10-31,"4:25","Home","DEN","AFC West","WAS","NFC East",-3.5,45,17,10,"No",7,27,"U","Favorite","Favorite","DEN","DEN"
2021-10-31,"4:25","Away","TB","NFC South","NO","NFC South",-4.5,49,27,36,"No",-9,63,"O","Underdog","Underdog","NO","NO"
2021-10-31,"8:20","Home","MIN","NFC North","DAL","NFC East",-3,51.5,16,20,"No",-4,36,"U","Underdog","Underdog","DAL","DAL"
2021-11-01,"8:15","Home","KC","AFC West","NYG","NFC East",-10,52,20,17,"No",3,37,"U","Underdog","Favorite","NYG","KC"
2021-11-04,"8:20","Home","IND","AFC South","NYJ","AFC East",-10.5,46,45,30,"No",15,75,"O","Favorite","Favorite","IND","IND"
2021-11-07,"1:00","Home","BAL","AFC North","MIN","NFC North",-6,50.5,34,31,"Yes",3,65,"O","Underdog","Favorite","MIN","BAL"
2021-11-07,"1:00","Away","NE","AFC East","CAR","NFC South",-3.5,41,24,6,"No",18,30,"U","Favorite","Favorite","NE","NE"
2021-11-07,"1:00","Home","CIN","AFC North","CLE","AFC North",-2.5,47.5,16,41,"No",-25,57,"O","Underdog","Underdog","CLE","CLE"
2021-11-07,"1:00","Home","DAL","NFC East","DEN","AFC West",-10,48.5,16,30,"No",-14,46,"U","Underdog","Underdog","DEN","DEN"
2021-11-07,"1:00","Away","BUF","AFC East","JAC","AFC South",-14.5,48.5,6,9,"No",-3,15,"U","Underdog","Underdog","JAC","JAC"
2021-11-07,"1:00","Home","MIA","AFC East","HOU","AFC South",-5.5,46.5,17,9,"No",8,26,"U","Favorite","Favorite","MIA","MIA"
2021-11-07,"1:00","Home","NO","NFC South","ATL","NFC South",-6,41.5,25,27,"No",-2,52,"O","Underdog","Underdog","ATL","ATL"
2021-11-07,"1:00","Away","LV","AFC West","NYG","NFC East",-3,46.5,16,23,"No",-7,39,"U","Underdog","Underdog","NYG","NYG"
2021-11-07,"4:04","Away","LAC","AFC West","PHI","NFC East",-1.5,49,27,24,"No",3,51,"O","Favorite","Favorite","LAC","LAC"
2021-11-07,"4:25","Home","KC","AFC West","GB","NFC North",-7.5,48,13,7,"No",6,20,"U","Underdog","Favorite","GB","KC"
2021-11-07,"4:25","Home","SF","NFC West","ARI","NFC West",-3.5,45,17,31,"No",-14,48,"O","Underdog","Underdog","ARI","ARI"
2021-11-07,"8:20","Home","LA","NFC West","TEN","AFC South",-7.5,52.5,16,28,"No",-12,44,"U","Underdog","Underdog","TEN","TEN"
2021-11-08,"8:15","Home","PIT","AFC North","CHI","NFC North",-6.5,38.5,29,27,"No",2,56,"O","Underdog","Favorite","CHI","PIT"
2021-11-11,"8:20","Away","BAL","AFC North","MIA","AFC East",-7.5,46.5,10,22,"No",-12,32,"U","Underdog","Underdog","MIA","MIA"
2021-11-14,"1:00","Home","DAL","NFC East","ATL","NFC South",-8,55,43,3,"No",40,46,"U","Favorite","Favorite","DAL","DAL"
2021-11-14,"1:00","Home","IND","AFC South","JAC","AFC South",-10,47.5,23,17,"No",6,40,"U","Underdog","Favorite","JAC","IND"
2021-11-14,"1:00","Home","NE","AFC East","CLE","AFC North",-2.5,45,45,7,"No",38,52,"O","Favorite","Favorite","NE","NE"
2021-11-14,"1:00","Away","BUF","AFC East","NYJ","AFC East",-13,47.5,45,17,"No",28,62,"O","Favorite","Favorite","BUF","BUF"
2021-11-14,"1:00","Home","PIT","AFC North","DET","NFC North",-6,41,16,16,"Yes",0,32,"U","Underdog","Tie","DET","Tie"
2021-11-14,"1:00","Home","TEN","AFC South","NO","NFC South",-3,44,23,21,"No",2,44,"P","Underdog","Favorite","NO","TEN"
2021-11-14,"1:00","Away","TB","NFC South","WAS","NFC East",-9.5,51,19,29,"No",-10,48,"U","Underdog","Underdog","WAS","WAS"
2021-11-14,"4:04","Home","ARI","NFC West","CAR","NFC South",-10.5,43,10,34,"No",-24,44,"O","Underdog","Underdog","CAR","CAR"
2021-11-14,"4:04","Home","LAC","AFC West","MIN","NFC North",-3,53.5,20,27,"No",-7,47,"U","Underdog","Underdog","MIN","MIN"
2021-11-14,"4:25","Home","DEN","AFC West","PHI","NFC East",-2,46,13,30,"No",-17,43,"U","Underdog","Underdog","PHI","PHI"
2021-11-14,"4:25","Home","GB","NFC North","SEA","NFC West",-3.5,49.5,17,0,"No",17,17,"U","Favorite","Favorite","GB","GB"
2021-11-14,"8:20","Away","KC","AFC West","LV","AFC West",-2.5,52,41,14,"No",27,55,"O","Favorite","Favorite","KC","KC"
2021-11-15,"8:15","Away","LA","NFC West","SF","NFC West",-4,49.5,10,31,"No",-21,41,"U","Underdog","Underdog","SF","SF"
2021-11-18,"8:20","Away","NE","AFC East","ATL","NFC South",-7,47,25,0,"No",25,25,"U","Favorite","Favorite","NE","NE"
2021-11-21,"1:00","Home","BUF","AFC East","IND","AFC South",-7,49.5,15,41,"No",-26,56,"O","Underdog","Underdog","IND","IND"
2021-11-21,"1:00","Home","CAR","NFC South","WAS","NFC East",-3.5,43,21,27,"No",-6,48,"O","Underdog","Underdog","WAS","WAS"
2021-11-21,"1:00","Away","BAL","AFC North","CHI","NFC North",-5,43.5,16,13,"No",3,29,"U","Underdog","Favorite","CHI","BAL"
2021-11-21,"1:00","Home","CLE","AFC North","DET","NFC North",-12.5,42.5,13,10,"No",3,23,"U","Underdog","Favorite","DET","CLE"
2021-11-21,"1:00","Away","SF","NFC West","JAC","AFC South",-6.5,45,30,10,"No",20,40,"U","Favorite","Favorite","SF","SF"
2021-11-21,"1:00","Away","GB","NFC North","MIN","NFC North",-1,47,31,34,"No",-3,65,"O","Underdog","Underdog","MIN","MIN"
2021-11-21,"1:00","Away","MIA","AFC East","NYJ","AFC East",-3.5,44.5,24,17,"No",7,41,"U","Favorite","Favorite","MIA","MIA"
2021-11-21,"1:00","Home","PHI","NFC East","NO","NFC South",-2.5,42.5,40,29,"No",11,69,"O","Favorite","Favorite","PHI","PHI"
2021-11-21,"1:00","Home","TEN","AFC South","HOU","AFC South",-10,44.5,13,22,"No",-9,35,"U","Underdog","Underdog","HOU","HOU"
2021-11-21,"4:04","Away","CIN","AFC North","LV","AFC West",-1,50.5,32,13,"No",19,45,"U","Favorite","Favorite","CIN","CIN"
2021-11-21,"4:25","Home","KC","AFC West","DAL","NFC East",-2.5,56.5,19,9,"No",10,28,"U","Favorite","Favorite","KC","KC"
2021-11-21,"4:25","Home","SEA","NFC West","ARI","NFC West",-2.5,47,13,23,"No",-10,36,"U","Underdog","Underdog","ARI","ARI"
2021-11-21,"8:20","Home","LAC","AFC West","PIT","AFC North",-5.5,47.5,41,37,"No",4,78,"O","Underdog","Favorite","PIT","LAC"
2021-11-22,"8:15","Home","TB","NFC South","NYG","NFC East",-11,50,30,10,"No",20,40,"U","Favorite","Favorite","TB","TB"
2021-11-25,"12:30","Away","CHI","NFC North","DET","NFC North",-3,41,16,14,"No",2,30,"U","Underdog","Favorite","DET","CHI"
2021-11-25,"4:30","Home","DAL","NFC East","LV","AFC West",-7.5,51.5,33,36,"Yes",-3,69,"O","Underdog","Underdog","LV","LV"
2021-11-25,"8:20","Away","BUF","AFC East","NO","NFC South",-6.5,45,31,6,"No",25,37,"U","Favorite","Favorite","BUF","BUF"
2021-11-28,"1:00","Home","CIN","AFC North","PIT","AFC North",-3.5,44,41,10,"No",31,51,"O","Favorite","Favorite","CIN","CIN"
2021-11-28,"1:00","Home","HOU","AFC South","NYJ","AFC East",-2.5,44.5,14,21,"No",-7,35,"U","Underdog","Underdog","NYJ","NYJ"
2021-11-28,"1:00","Away","TB","NFC South","IND","AFC South",-3,53.5,38,31,"No",7,69,"O","Favorite","Favorite","TB","TB"
2021-11-28,"1:00","Away","ATL","NFC South","JAC","AFC South",-2,45.5,21,14,"No",7,35,"U","Favorite","Favorite","ATL","ATL"
2021-11-28,"1:00","Away","CAR","NFC South","MIA","AFC East",-2.5,42,10,33,"No",-23,43,"O","Underdog","Underdog","MIA","MIA"
2021-11-28,"1:00","Home","NE","AFC East","TEN","AFC South",-7,43.5,36,13,"No",23,49,"O","Favorite","Favorite","NE","NE"
2021-11-28,"1:00","Away","PHI","NFC East","NYG","NFC East",-3.5,45.5,7,13,"No",-6,20,"U","Underdog","Underdog","NYG","NYG"
2021-11-28,"4:04","Away","LAC","AFC West","DEN","AFC West",-3,47,13,28,"No",-15,41,"U","Underdog","Underdog","DEN","DEN"
2021-11-28,"4:25","Away","LA","NFC West","GB","NFC North",-2,46.5,28,36,"No",-8,64,"O","Underdog","Underdog","GB","GB"
2021-11-28,"4:25","Home","SF","NFC West","MIN","NFC North",-3.5,49,34,26,"No",8,60,"O","Favorite","Favorite","SF","SF"
2021-11-28,"8:20","Home","BAL","AFC North","CLE","AFC North",-3.5,47,16,10,"No",6,26,"U","Favorite","Favorite","BAL","BAL"
2021-11-29,"8:15","Home","WAS","NFC East","SEA","NFC West",0,47,17,15,"No",2,32,"U","Favorite","Favorite","WAS","WAS"
2021-12-02,"8:20","Away","DAL","NFC East","NO","NFC South",-5,47.5,27,17,"No",10,44,"U","Favorite","Favorite","DAL","DAL"
2021-12-05,"1:00","Away","TB","NFC South","ATL","NFC South",-10.5,50.5,30,17,"No",13,47,"U","Favorite","Favorite","TB","TB"
2021-12-05,"1:00","Away","ARI","NFC West","CHI","NFC North",-7.5,42,33,22,"No",11,55,"O","Favorite","Favorite","ARI","ARI"
2021-12-05,"1:00","Home","CIN","AFC North","LAC","AFC West",-3,49.5,22,41,"No",-19,63,"O","Underdog","Underdog","LAC","LAC"
2021-12-05,"1:00","Away","MIN","NFC North","DET","NFC North",-7,46.5,27,29,"No",-2,56,"O","Underdog","Underdog","DET","DET"
2021-12-05,"1:00","Away","IND","AFC South","HOU","AFC South",-10,44.5,31,0,"No",31,31,"U","Favorite","Favorite","IND","IND"
2021-12-05,"1:00","Home","MIA","AFC East","NYG","NFC East",-6.5,39.5,20,9,"No",11,29,"U","Favorite","Favorite","MIA","MIA"
2021-12-05,"1:00","Away","PHI","NFC East","NYJ","AFC East",-5,43.5,33,18,"No",15,51,"O","Favorite","Favorite","PHI","PHI"
2021-12-05,"4:00","Away","SF","NFC West","SEA","NFC West",-3.5,45.5,23,30,"No",-7,53,"O","Underdog","Underdog","SEA","SEA"
2021-12-05,"4:04","Home","LV","AFC West","WAS","NFC East",-1.5,48,15,17,"No",-2,32,"U","Underdog","Underdog","WAS","WAS"
