"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","PlusMinus","FUML.turnovers","Team"
2019-09-29,"JAC",22.125,35.625,62,181.25,5.1,9.175,0.625,1,3.125,21.625,71.975,10.5,26.625,103.75,3.925,0.625,5.125,17.5,52.25,34,18.25,1.375,8.375,0.375,0,0.375,0.375,0,4.125,0,6.375,1.875,2.125,91.6714285714286,34.625,0.75,0.875,87.5,1.375,32.5,28.66,0,19,2.875,15.125,5.07142857142857,0,8.75,4.75,220.125,46.3875,18.625,4.875,14.125,34.1625,0.75,1.625,29.1625,7.125,60.625,285,-0.75,0.5,"DEN"
2019-10-06,"LAC",22.1111111111111,35.8888888888889,61.5444444444444,194.777777777778,5.42222222222222,9.68888888888889,0.888888888888889,1,2.77777777777778,19.2222222222222,74.9666666666667,11,25.4444444444444,99.7777777777778,3.96666666666667,0.555555555555556,4.77777777777778,18.4444444444444,54.6666666666667,35.3333333333333,19.3333333333333,1.77777777777778,10.4444444444444,0.333333333333333,0,0.444444444444444,0.333333333333333,0,4,0,6.33333333333333,1.77777777777778,2,92.7125,34.4444444444444,1,1.11111111111111,90,1.55555555555556,36.5555555555556,27.7166666666667,0,19.6666666666667,2.77777777777778,14.5555555555556,5.0625,0,8.88888888888889,4.88888888888889,225.777777777778,46.2555555555556,18.6666666666667,4.77777777777778,13.7777777777778,34.4111111111111,0.666666666666667,1.44444444444444,25.9222222222222,6.88888888888889,59.2222222222222,294.555555555556,-0.777777777777778,0.444444444444444,"DEN"
2019-10-13,"TEN",21.3,34.3,62.39,191.2,5.67,10.02,0.9,1,2.8,19.6,76.89,10.5,26.1,108.9,4.17,0.6,5.1,17.9,54.7,35.8,18.9,1.6,9.4,0.5,0,0.5,0.3,0,4.2,0,6.5,1.8,2.1,89.8222222222222,35.6,1.1,1.2,91.6666666666667,1.4,32.9,27.7166666666667,0,17.7,2.9,15.3,5.11111111111111,0,9.2,4.8,221.6,46.23,18.3,4.6,13.5,33.7,0.6,1.3,23.33,7.4,65.5,300.1,-0.6,0.5,"DEN"
2019-10-17,"KC",21,33.7272727272727,62.5636363636364,189,5.7,10,0.818181818181818,1,2.63636363636364,18.7272727272727,76,10.1818181818182,26.4545454545455,108.363636363636,4.1,0.636363636363636,5,16.2727272727273,54.2727272727273,36.2727272727273,18,2.09090909090909,12.3636363636364,0.727272727272727,0,0.545454545454545,0.272727272727273,0,4.27272727272727,0,6.81818181818182,1.90909090909091,2.18181818181818,90.84,37.1818181818182,1.09090909090909,1.18181818181818,92.8571428571429,1.27272727272727,29.9090909090909,27.7166666666667,0,16.0909090909091,2.90909090909091,18.2727272727273,6.2,0,12.1818181818182,5.09090909090909,237.909090909091,46.5818181818182,17.6363636363636,4.36363636363636,13.5454545454545,31.9363636363636,0.545454545454545,1.18181818181818,21.2090909090909,7.45454545454545,64.1818181818182,297.363636363636,-0.363636363636364,0.454545454545455,"DEN"
2019-10-27,"IND",21,33.75,62.5,184.416666666667,5.55,10.0083333333333,0.75,0.916666666666667,3.16666666666667,23.75,76.3083333333333,10,26,105.25,4.04166666666667,0.666666666666667,4.91666666666667,17.4166666666667,54.0833333333333,36.4166666666667,17.6666666666667,2,11.5,0.666666666666667,0,0.5,0.25,0,4.33333333333333,0,6.25,1.75,2.08333333333333,82.5818181818182,34.0833333333333,1,1.08333333333333,92.8571428571429,1.16666666666667,27.4166666666667,27.7166666666667,0,14.75,3,17.75,5.90909090909091,0,11.6666666666667,5.25,241.416666666667,46.0333333333333,17.4166666666667,4.08333333333333,13.5,29.9166666666667,0.583333333333333,1.33333333333333,22.2166666666667,7.16666666666667,61.5833333333333,289.666666666667,-0.416666666666667,0.5,"DEN"
2019-11-03,"CLE",20.9230769230769,33.6153846153846,62.5,183,5.52307692307692,9.90769230769231,0.692307692307692,0.846153846153846,3.15384615384615,22.5384615384615,76.3461538461538,9.84615384615385,26.1538461538462,105.846153846154,4.03846153846154,0.692307692307692,5.07692307692308,17.2307692307692,54.3846153846154,36.9230769230769,17.4615384615385,2.15384615384615,11.4615384615385,0.615384615384615,0,0.615384615384615,0.307692307692308,0,4.38461538461539,0,6.30769230769231,1.76923076923077,2.07692307692308,84.0333333333333,33.6923076923077,1,1.07692307692308,93.75,1.23076923076923,28.3076923076923,26.5428571428571,0,15.5384615384615,3,18.0769230769231,6.025,0,11.8461538461538,5.38461538461539,244.076923076923,45.5230769230769,17.6923076923077,3.92307692307692,13.3846153846154,28.9,0.538461538461538,1.23076923076923,20.5076923076923,7.38461538461539,63.6153846153846,288.846153846154,-0.307692307692308,0.461538461538462,"DEN"
2019-11-17,"MIN",20.2857142857143,32.6428571428571,62.3214285714286,182.428571428571,5.75714285714286,10.35,0.785714285714286,0.785714285714286,3.14285714285714,22.2142857142857,79.8642857142857,9.57142857142857,25.7142857142857,107.357142857143,4.2,0.714285714285714,5.07142857142857,17.3571428571429,55.6428571428571,37.3571428571429,18.2857142857143,2.14285714285714,11.5,0.571428571428571,0,0.571428571428571,0.285714285714286,0,4.42857142857143,0,6.28571428571429,1.71428571428571,2,85.2615384615385,34.3571428571429,1.14285714285714,1.21428571428571,94.4444444444444,1.28571428571429,29.7857142857143,26.2875,0,16.7142857142857,2.85714285714286,18.2142857142857,7.1,0,12.4285714285714,5.28571428571429,239,45.3642857142857,17.3571428571429,3.85714285714286,13.0714285714286,29.2142857142857,0.5,1.14285714285714,19.0428571428571,7.35714285714286,63,289.785714285714,-0.357142857142857,0.5,"DEN"
2019-11-24,"BUF",20.1333333333333,33.1333333333333,61.1666666666667,188.266666666667,5.82666666666667,10.6866666666667,0.8,0.8,3.06666666666667,21.2666666666667,78.9733333333333,9.66666666666667,26.2,108.466666666667,4.17333333333333,0.733333333333333,5.13333333333333,18,55.8,37.4666666666667,18.3333333333333,2.33333333333333,13.0666666666667,0.533333333333333,0,0.666666666666667,0.4,0,4.26666666666667,0,6.6,1.8,2.13333333333333,84.5285714285714,35.2,1.2,1.26666666666667,95,1.26666666666667,30.6,28.0333333333333,0,18.4,2.66666666666667,17,7.1,0,11.6,5.13333333333333,230.066666666667,44.6733333333333,17.5333333333333,3.93333333333333,13.4,29.12,0.733333333333333,1.33333333333333,24.44,7.26666666666667,61.1333333333333,296.733333333333,-0.266666666666667,0.466666666666667,"DEN"
2019-12-01,"LAC",19.5,32.625,59.84375,179.5625,5.5875,10.53125,0.75,0.8125,3.125,22,76.0625,9.3125,25.625,107,4.225,0.6875,5,18.125,57.1875,38.625,18.5625,2.25,12.5625,0.5625,0,0.625,0.375,0,4.1875,0,6.375,1.75,2.0625,85.56,35.8125,1.125,1.1875,95,1.375,32.5,27.26,0,18.9375,2.5,15.9375,7.1,0,10.875,5.3125,237.875,44.65625,17,3.8125,13.25,28.4375,0.6875,1.25,22.9125,7.25,61.6875,286.5625,-0.25,0.4375,"DEN"
2019-12-08,"HOU",19.4117647058824,32.3529411764706,60.1058823529412,176.882352941176,5.54117647058824,10.3470588235294,0.823529411764706,0.823529411764706,2.94117647058824,20.7058823529412,76.5588235294118,9.23529411764706,25.5882352941176,105.647058823529,4.17647058823529,0.647058823529412,4.88235294117647,18.2352941176471,57.8823529411765,38.4117647058824,19.4705882352941,2.29411764705882,13.0588235294118,0.588235294117647,0,0.588235294117647,0.411764705882353,0,4.05882352941176,0,6.64705882352941,1.82352941176471,2.11764705882353,86.4625,36.8235294117647,1.17647058823529,1.23529411764706,95.4545454545455,1.41176470588235,33.8823529411765,27.3272727272727,0,19.5882352941176,2.35294117647059,15,7.1,0,10.2352941176471,5.29411764705882,237.176470588235,44.6882352941176,16.7647058823529,4,13.3529411764706,29.5117647058824,0.647058823529412,1.17647058823529,21.5647058823529,7,59.5294117647059,282.529411764706,-0.176470588235294,0.411764705882353,"DEN"
2019-12-15,"KC",19.5555555555556,32.0555555555556,61.2944444444444,183.777777777778,5.85,10.55,0.944444444444444,0.833333333333333,2.83333333333333,20,79.8611111111111,9.5,25.6666666666667,104.777777777778,4.12777777777778,0.666666666666667,4.88888888888889,18.5555555555556,58.5555555555556,38.3333333333333,20.2222222222222,2.33333333333333,13,0.666666666666667,0,0.611111111111111,0.444444444444444,0.0555555555555556,4.33333333333333,0,6.72222222222222,1.77777777777778,2.05555555555556,87.2588235294118,36.7777777777778,1.38888888888889,1.44444444444444,95.8333333333333,1.38888888888889,33.8333333333333,27.8,0,20.3333333333333,2.27777777777778,14.2777777777778,6.73571428571429,0,9.77777777777778,5.11111111111111,228.777777777778,44.5944444444444,17.0555555555556,4.05555555555556,13.0555555555556,31.3444444444444,0.611111111111111,1.11111111111111,20.3666666666667,7,59,288.555555555556,-0.0555555555555556,0.388888888888889,"DEN"
2019-12-22,"DET",19.4736842105263,32.4736842105263,60.4368421052632,184.578947368421,5.80526315789474,10.6052631578947,0.894736842105263,0.842105263157895,2.78947368421053,19.4210526315789,78.3315789473684,9.52631578947368,25.1052631578947,102,4.09473684210526,0.631578947368421,4.78947368421053,18.7894736842105,58.8421052631579,38.4736842105263,20.3684210526316,2.36842105263158,13,0.684210526315789,0,0.578947368421053,0.421052631578947,0.0526315789473684,4.36842105263158,0,6.52631578947368,1.73684210526316,2,87.9666666666667,36.5263157894737,1.31578947368421,1.36842105263158,95.8333333333333,1.42105263157895,34.6842105263158,27.5846153846154,0,20.6842105263158,2.21052631578947,13.9473684210526,6.82,0,9.68421052631579,5.05263157894737,225.736842105263,44.5,16.9473684210526,4.10526315789474,13.1052631578947,31.5736842105263,0.631578947368421,1.21052631578947,21.0473684210526,7,59.6842105263158,286.578947368421,-0.0526315789473684,0.368421052631579,"DEN"
2019-12-29,"OAK",19.8,32.55,61.24,185.25,5.805,10.455,0.9,0.8,2.65,18.45,79.41,9.7,25.5,104.4,4.115,0.7,4.95,18.7,58.3,37.85,20.45,2.45,13.45,0.65,0,0.55,0.4,0.05,4.35,0,6.65,1.75,2,88.6,36.4,1.4,1.45,96.1538461538462,1.4,35.3,28.9714285714286,0,22,2.2,14.35,7.08125,0,9.9,5,223.9,44.64,17.35,4.15,13.05,32.08,0.65,1.2,24.995,6.95,59.2,289.65,-0.05,0.35,"DEN"
2019-08-08,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET"
2019-08-17,"HOU",7,17,41.2,21,1.2,14.6,0,1,9,81,36.9,5,14,72,5.1,0,1,31,69,56,13,1,0,0,0,0,0,0,6,0,3,1,1,100,37,0,0,NA,3,73,24.3,0,31,1,7,7,0,7,8,368,46,8,2,11,18.2,0,0,0,5,52,93,-1,0,"DET"
2019-08-23,"BUF",14,27,49,159.5,4.65,14.7,0.5,1,5.5,47,59.55,9,18,81,4.6,0.5,2,30.5,68,51,17,1,3.5,0.5,0,0.5,0.5,0.5,6,0,4,1,1,100,43,1,1,100,3.5,64.5,19.15,0,26.5,2,7.5,4.85,0,5.5,7,313,44.5,13,1.5,11,13.65,0,0.5,0,6.5,74.5,240.5,-0.5,0.5,"DET"
2019-08-29,"CLE",16,30.3333333333333,50.7,177,5,13.6333333333333,0.666666666666667,0.666666666666667,4.33333333333333,37.3333333333333,67.0333333333333,9,21.3333333333333,89,4.33333333333333,0.666666666666667,3.66666666666667,28.3333333333333,62,47.3333333333333,14.6666666666667,1,7.33333333333333,0.333333333333333,0,1,1,0.333333333333333,5,0,5.33333333333333,1.33333333333333,1.33333333333333,100,49,1.33333333333333,1.33333333333333,100,3.33333333333333,73,22.7666666666667,0,33.3333333333333,2.33333333333333,10,4.9,0,9.33333333333333,6.66666666666667,289.666666666667,43.1666666666667,15,1.66666666666667,11.6666666666667,14.2333333333333,0.666666666666667,1.33333333333333,22.2333333333333,7.33333333333333,76.6666666666667,266,0,0.666666666666667,"DET"
2019-09-08,"ARI",15.75,29,53.025,169.25,5.2,13.475,0.75,0.5,5,40.25,74.75,8.25,22,81.25,3.85,0.75,3.5,26.25,60,47,13,1,7.5,0.75,0,1,0.75,0.25,6,0.25,4.5,1,1.25,75,36.75,1.5,1.5,100,3.5,87.75,25.325,0,41.75,3,24,6.975,0,14,7.25,313.5,43.075,14.25,1.75,12,14.525,0.5,1.25,16.675,8.5,81,250.5,0.5,0.5,"DET"
2019-09-15,"LAC",18,32.2,54.42,207.6,5.76,13.64,1.2,0.4,4.6,37,81.8,10,24,88.2,3.8,0.6,3.8,26.4,59,48.4,10.6,1.8,12.6,0.8,0,0.8,0.6,0.2,7,0.2,5.4,1.2,1.4,80,40.4,1.8,1.8,100,3.4,79.8,23.46,0,37.6,3.4,18.8,5.5,0,11.4,7.4,313.6,42.32,16,2.6,13.2,18.28,0.4,1.2,13.34,8.6,76.6,295.8,0.2,0.8,"DET"
2019-09-22,"PHI",18.6666666666667,31.8333333333333,57.5666666666667,213.833333333333,6.16666666666667,13.2166666666667,1.33333333333333,0.666666666666667,3.83333333333333,30.8333333333333,83.45,10.3333333333333,24.6666666666667,89.1666666666667,3.73333333333333,0.5,4.16666666666667,23.6666666666667,58,45.8333333333333,12.1666666666667,1.66666666666667,11.5,0.833333333333333,0,0.833333333333333,0.666666666666667,0.166666666666667,6.66666666666667,0.166666666666667,4.66666666666667,1,1.33333333333333,66.6666666666667,33.6666666666667,1.66666666666667,1.83333333333333,90,2.83333333333333,66.5,23.46,0,31.3333333333333,3.5,18.5,5.3,0,11.3333333333333,6.83333333333333,290.666666666667,42.6,16.5,2.83333333333333,12.6666666666667,21.9,0.5,1.16666666666667,27.7833333333333,8.5,75.6666666666667,303,0.166666666666667,0.666666666666667,"DET"
2019-09-29,"KC",18.5714285714286,31.8571428571429,57.3857142857143,212,6.18571428571429,12.9285714285714,1.28571428571429,0.571428571428571,3.28571428571429,26.4285714285714,83.7428571428571,10.4285714285714,25.1428571428571,88.7142857142857,3.64285714285714,0.571428571428571,4.28571428571429,23.7142857142857,58.5714285714286,44.4285714285714,14.1428571428571,1.85714285714286,11.7142857142857,0.714285714285714,0,1,0.857142857142857,0.142857142857143,6.85714285714286,0.142857142857143,5.28571428571429,1.14285714285714,1.57142857142857,66.6714285714286,33.5714285714286,1.85714285714286,2,91.6666666666667,2.57142857142857,71.2857142857143,36.2166666666667,0.142857142857143,41.1428571428571,3.14285714285714,19.2857142857143,7.97142857142857,0,13.1428571428571,6.57142857142857,281.428571428571,42.9714285714286,16.4285714285714,3.28571428571429,12.8571428571429,24.9,0.428571428571429,1,23.8142857142857,8.57142857142857,73.5714285714286,300.714285714286,0.428571428571429,0.571428571428571,"DET"
2019-10-14,"GB",18.875,32.125,57.9375,218.125,6.375,13.05,1.5,0.5,3.375,26.875,88.1,11.25,26.375,100.875,3.85,0.5,4.75,25,57.625,44.375,13.25,1.625,10.25,0.625,0,1.375,1.125,0.125,6.375,0.125,6.125,1.375,1.75,70.8375,36,2,2.125,92.8571428571429,2.5,66,33.1142857142857,0.125,37.875,2.875,16.75,6.85,0,11.375,6.125,262.625,43.0625,18,3.5,12.875,26.6,0.375,0.875,20.8375,8.5,70.375,319,0.5,0.75,"DET"
2019-10-20,"MIN",18.7777777777778,32.1111111111111,57.7555555555556,220.888888888889,6.51111111111111,13.2333333333333,1.33333333333333,0.444444444444444,3.33333333333333,26.3333333333333,87.5888888888889,11.1111111111111,25.6666666666667,95.8888888888889,3.73333333333333,0.555555555555556,4.55555555555556,24.7777777777778,58.1111111111111,43.6666666666667,14.4444444444444,1.55555555555556,9.77777777777778,0.666666666666667,0,1.44444444444444,1.22222222222222,0.111111111111111,6.22222222222222,0.111111111111111,7.22222222222222,1.77777777777778,2.11111111111111,74.0777777777778,38,1.88888888888889,2,93.75,2.44444444444444,64.7777777777778,32.4125,0.111111111111111,36.7777777777778,2.55555555555556,14.8888888888889,6.85,0,10.1111111111111,5.88888888888889,254.111111111111,43.4444444444444,17.4444444444444,3.44444444444444,12.8888888888889,26.2111111111111,0.444444444444444,0.888888888888889,29.6333333333333,8.44444444444444,68.1111111111111,316.777777777778,0.777777777777778,0.666666666666667,"DET"
2019-10-27,"NYG",19.9,33.4,58.65,234,6.64,13.12,1.6,0.5,3.2,24.9,90,12.1,25.1,94.4,3.77,0.5,4.2,26.5,58,44.2,13.8,1.4,8.8,0.6,0,1.5,1.1,0.1,5.6,0.1,7.1,1.7,2,76.67,38.8,2,2.1,94.4444444444444,2.3,61.2,32.0333333333333,0.1,36,2.4,13.4,6.08888888888889,0,9.1,5.6,243.7,44.1,18.3,3.7,12.7,29.04,0.4,0.9,26.67,8.4,68,328.4,0.6,0.6,"DET"
2019-11-03,"OAK",20.3636363636364,33.2727272727273,60.4181818181818,241.454545454545,6.93636363636364,13.1727272727273,1.72727272727273,0.545454545454545,3.27272727272727,25,93.5818181818182,12.1818181818182,25.0909090909091,91.1818181818182,3.64545454545455,0.454545454545455,4.09090909090909,26.4545454545455,57.9090909090909,44.5454545454545,13.3636363636364,1.54545454545455,10.9090909090909,0.545454545454545,0,1.54545454545455,1.09090909090909,0.181818181818182,5.72727272727273,0.0909090909090909,7.09090909090909,1.63636363636364,2,74.2454545454545,40,2.18181818181818,2.27272727272727,95,2.09090909090909,55.6363636363636,32.0333333333333,0.0909090909090909,32.7272727272727,2.27272727272727,12.5454545454545,5.88,0,8.63636363636364,5.27272727272727,229.545454545455,44.0909090909091,18.1818181818182,4.09090909090909,12.8181818181818,31.5909090909091,0.363636363636364,0.818181818181818,24.2454545454545,8.27272727272727,68.6363636363636,332.636363636364,0.454545454545455,0.636363636363636,"DET"
2019-11-10,"CHI",20.8333333333333,33.9166666666667,60.6666666666667,253.25,7.13333333333333,13.375,1.83333333333333,0.583333333333333,3.16666666666667,24.8333333333333,94.9833333333333,12.5,24.5833333333333,91.0833333333333,3.73333333333333,0.416666666666667,4.25,26.8333333333333,58.9166666666667,44.75,14.1666666666667,1.5,10.8333333333333,0.5,0,1.41666666666667,1,0.166666666666667,5.41666666666667,0.0833333333333333,7,1.58333333333333,1.91666666666667,76.3916666666667,38.5833333333333,2.25,2.33333333333333,95.4545454545455,2.25,57.3333333333333,30.73,0.0833333333333333,31.9166666666667,2.08333333333333,11.5,5.88,0,7.91666666666667,5,217.583333333333,44,18.8333333333333,4.16666666666667,12.6666666666667,32.75,0.416666666666667,0.916666666666667,26.3916666666667,8,65.8333333333333,344.333333333333,0.25,0.666666666666667,"DET"
2019-11-17,"DAL",21.3076923076923,34.8461538461538,60.5153846153846,253.692307692308,7.01538461538462,13.1153846153846,1.76923076923077,0.615384615384615,3.07692307692308,23.6923076923077,93.3384615384615,12.3846153846154,24.7692307692308,91.6153846153846,3.72307692307692,0.384615384615385,4.38461538461539,26.3076923076923,57.9230769230769,44.1538461538462,13.7692307692308,1.76923076923077,12.1538461538462,0.461538461538462,0,1.30769230769231,0.923076923076923,0.153846153846154,5.38461538461539,0.0769230769230769,7,1.61538461538462,1.92307692307692,78.2076923076923,39.7692307692308,2.15384615384615,2.23076923076923,95.8333333333333,2.30769230769231,58,29.9363636363636,0.0769230769230769,31.7692307692308,2.15384615384615,12.6923076923077,6.16363636363636,0,8.38461538461539,5.07692307692308,219.538461538462,43.7307692307692,19,4.38461538461539,13.0769230769231,33.2230769230769,0.384615384615385,1,24.3615384615385,8,66.6153846153846,345.307692307692,0.153846153846154,0.615384615384615,"DET"
2019-11-24,"WAS",20.8571428571429,34.2142857142857,60.3142857142857,249.214285714286,7.03571428571429,13.1714285714286,1.78571428571429,0.571428571428571,3.07142857142857,23.2857142857143,94.4785714285714,12.1428571428571,25,93.7142857142857,3.76428571428571,0.5,4.64285714285714,26.9285714285714,57.7142857142857,43.7142857142857,14,1.71428571428571,12,0.428571428571429,0,1.28571428571429,0.928571428571429,0.142857142857143,5.28571428571429,0.0714285714285714,6.71428571428571,1.5,1.78571428571429,78.2076923076923,36.9285714285714,2.21428571428571,2.28571428571429,96.1538461538462,2.35714285714286,59.4285714285714,29.6083333333333,0.0714285714285714,31.5714285714286,2.14285714285714,14.2857142857143,7.10833333333333,0,10.0714285714286,5.14285714285714,223.071428571429,43.8071428571429,19,4.5,13.0714285714286,34.15,0.357142857142857,0.928571428571429,22.6214285714286,8.21428571428571,68.2142857142857,342.928571428571,0.214285714285714,0.571428571428571,"DET"
2019-11-28,"CHI",20.8,34.1333333333333,60.3333333333333,245.2,6.94666666666667,12.9866666666667,1.73333333333333,0.733333333333333,3.26666666666667,22.9333333333333,91.5733333333333,12.0666666666667,25.4666666666667,99.1333333333333,3.88,0.466666666666667,4.86666666666667,26.4,57,43.1333333333333,13.8666666666667,1.8,12,0.466666666666667,0,1.26666666666667,0.933333333333333,0.133333333333333,5.33333333333333,0.0666666666666667,6.93333333333333,1.6,1.93333333333333,77.9785714285714,37.7333333333333,2.13333333333333,2.2,96.4285714285714,2.33333333333333,58.3333333333333,28.9846153846154,0.0666666666666667,31.1333333333333,2.26666666666667,15.4,7.16153846153846,0,10.4,5.06666666666667,219,43.5866666666667,19.1333333333333,4.6,13.2,34.54,0.333333333333333,0.866666666666667,21.1133333333333,8.06666666666667,68,344.333333333333,0.0666666666666667,0.6,"DET"
2019-12-08,"MIN",20.875,34.375,60.18125,246.0625,6.9375,12.96875,1.75,0.75,3.1875,22.8125,91.325,12.125,25.5625,99.5,3.88125,0.4375,4.8125,26.25,56.875,43.0625,13.8125,1.75,11.6875,0.5,0,1.1875,0.875,0.125,5.25,0.0625,7,1.625,1.9375,79.4466666666667,36.9375,2.125,2.1875,96.6666666666667,2.25,55.75,28.1285714285714,0.0625,30.25,2.3125,15.3125,6.98571428571429,0,10.125,5.0625,219.75,43.75,19.125,4.8125,13.375,35.50625,0.3125,0.875,19.79375,8.125,69.0625,345.5625,0.0625,0.5625,"DET"
2019-12-15,"TB",21.0588235294118,34.7058823529412,60.1705882352941,241.058823529412,6.76470588235294,12.7058823529412,1.70588235294118,0.823529411764706,3.29411764705882,24.0588235294118,89.5352941176471,12.1176470588235,25.3529411764706,97.7647058823529,3.84117647058824,0.411764705882353,4.64705882352941,25.8823529411765,57.9411764705882,43.3529411764706,14.5882352941176,1.70588235294118,11.4705882352941,0.470588235294118,0,1.11764705882353,0.823529411764706,0.117647058823529,5,0.0588235294117647,6.64705882352941,1.52941176470588,1.88235294117647,74.48125,34.7647058823529,2.05882352941176,2.11764705882353,96.875,2.17647058823529,53.8235294117647,27.7866666666667,0.0588235294117647,29.8235294117647,2.29411764705882,15.0588235294118,6.88666666666667,0,10,5.17647058823529,227.235294117647,44.0941176470588,19.0588235294118,4.94117647058824,13.5294117647059,35.9941176470588,0.352941176470588,0.882352941176471,24.5117647058824,7.88235294117647,66.6470588235294,338.823529411765,-0.0588235294117647,0.529411764705882,"DET"
2019-12-22,"DEN",21.2222222222222,35.1666666666667,59.9277777777778,241.555555555556,6.71111111111111,12.6,1.61111111111111,0.888888888888889,3.22222222222222,23.2777777777778,87.5833333333333,12.0555555555556,24.9444444444444,94.8333333333333,3.76666666666667,0.5,4.61111111111111,26.5555555555556,58.1111111111111,43.3333333333333,14.7777777777778,1.72222222222222,11.5,0.5,0,1.05555555555556,0.777777777777778,0.111111111111111,4.88888888888889,0.0555555555555556,6.55555555555556,1.5,1.83333333333333,75.9823529411765,35.2777777777778,2.05555555555556,2.11111111111111,97.0588235294118,2.05555555555556,50.8333333333333,27.7866666666667,0.0555555555555556,28.1666666666667,2.16666666666667,14.2222222222222,6.88666666666667,0,9.44444444444444,5.16666666666667,228.944444444444,44.5111111111111,18.8888888888889,5,13.6111111111111,36.2166666666667,0.333333333333333,0.888888888888889,23.15,7.55555555555556,63.5,336.388888888889,-0.166666666666667,0.555555555555556,"DET"
2019-12-29,"GB",20.7368421052632,34.5789473684211,59.4052631578947,233.842105263158,6.56842105263158,12.4526315789474,1.57894736842105,0.842105263157895,3.26315789473684,23.2105263157895,87.0789473684211,11.7894736842105,24.7368421052632,94.8947368421053,3.81052631578947,0.473684210526316,4.57894736842105,26.5789473684211,58.8421052631579,43.0526315789474,15.7894736842105,1.63157894736842,10.8947368421053,0.473684210526316,0,1,0.736842105263158,0.105263157894737,4.78947368421053,0.0526315789473684,6.47368421052632,1.47368421052632,1.78947368421053,77.3166666666667,34.7894736842105,2.05263157894737,2.10526315789474,97.2222222222222,1.94736842105263,48.1578947368421,27.7866666666667,0.0526315789473684,26.6842105263158,2.21052631578947,17.4210526315789,8.01875,0.0526315789473684,12.3157894736842,5.15789473684211,230.631578947368,44.9157894736842,18.5789473684211,4.94736842105263,13.4736842105263,36.2263157894737,0.315789473684211,0.894736842105263,21.9315789473684,7.52631578947368,63.7368421052632,328.736842105263,-0.157894736842105,0.526315789473684,"DET"
2019-08-08,"HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB"
2019-08-15,"BAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB"
2019-08-22,"OAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB"
2019-08-29,"KC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB"
2019-09-05,"CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB"
