"Date","Underdog","Favorite","UD.Comp","UD.PassAtt","UD.CompPCT","UD.PassYds","UD.PassYPA","UD.PassYPR","UD.PassTD","UD.OINT","UD.OSCK","UD.OSCKYDS","UD.QBR","UD.P1st","UD.RushAtt","UD.RushYds","UD.RushYPA","UD.RushTD","UD.R1st","UD.PA","UD.Tckl","UD.Solo","UD.AstTckl","UD.DSck","UD.DSCKYds","UD.INT","UD.INTTD","UD.FF","UD.FumRec","UD.FumTD","UD.PassDef","UD.Sfty","UD.KPts","UD.FGM","UD.FGA","UD.FGPct","UD.FGLng","UD.XPM","UD.XPA","UD.XPPct","UD.KR","UD.KRYds","UD.KRAvg","UD.KRTD","UD.KRLng","UD.PR","UD.PRYds","UD.PRAvg","UD.PRTD","UD.PRLng","UD.Punts","UD.PuntYds","UD.PuntAvg","UD.1st","UD.3rdCon","UD.3rdAtt","UD.3rdPct","UD.4thCon","UD.4thAtt","UD.4thPct","UD.Pen","UD.PenYds","UD.TotYds","UD.PlusMinus","UD.FUML.turnovers"
2018-09-09,"SEA","DEN",21,35,61.925,236.5,6.55,12.025,1.25,0.5,2.5,18.5,88.15,10.25,22,94.5,4.225,0.5,4.75,23.5,66.5,38.5,28,2.75,21.25,0,0,0.25,0.25,0.25,3.5,0,5,1.25,1.25,100,0,1.25,1.75,77.7666666666667,3.75,94.75,25.325,0,30.75,3.25,16,3.6,0,7.5,5.5,263.5,48.225,17,5,13.25,36.55,0.5,1.25,50,9,73.25,331,0,0.25
2018-09-09,"CHI","GB",24.2,37.8,65.86,244.2,6.88,10.54,1.4,1.2,1.6,8.2,86.64,12.2,26.4,108.6,4.02,1,5.6,23.6,48.4,38.4,10,4,19.4,1,0.4,0.4,0.2,0,4,0,7.4,1.6,2.2,76.68,4.4,2.6,2.6,100,2.4,51.4,21,0,23.4,2.6,16.2,4.025,0,4.6,3.8,185.2,48.58,21.8,5.4,13.4,40.66,0.6,1.2,46.66,9.2,91.8,352.8,-0.4,0.6
2018-09-10,"NYJ","DET",17.25,28,61.9,157.5,5.65,9.95,1,0.75,2.5,12.25,79.3,9,25.5,70.75,2.8,0.25,3.25,11.75,60.5,42.25,18.25,2.25,10,1.25,0,1,0.5,0,4.25,0,6.25,1.75,1.75,100,0,1,1.25,83.3333333333333,1.75,40.75,23.8,0,26,2.25,24.25,13.4333333333333,0,12.75,5.75,283.5,49.625,14.25,4.75,13.75,34.15,0.25,1,12.5,8.75,76.25,228.25,0,0.75
2018-09-10,"OAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-13,"BAL","CIN",18.5,30.3333333333333,60.4166666666667,178.166666666667,5.8,10.8,1.83333333333333,0.5,3.33333333333333,17.6666666666667,90.65,9.33333333333333,34.1666666666667,152,4.38333333333333,1.16666666666667,9.33333333333333,12.5,51.8333333333333,37.8333333333333,14,4.5,32.6666666666667,1.83333333333333,0.166666666666667,1.16666666666667,0.833333333333333,0,7,0,10,2.33333333333333,3.16666666666667,80.5666666666667,5.16666666666667,3,3,100,2.16666666666667,49.3333333333333,23.2666666666667,0,26.3333333333333,3.5,27.5,7.28333333333333,0,17.6666666666667,5.33333333333333,251.166666666667,48.4666666666667,21,3.83333333333333,13.5,27.4666666666667,0.666666666666667,0.666666666666667,66.6666666666667,7,57.5,330.166666666667,0.333333333333333,0.5
2018-09-16,"CAR","ATL",22.2,34.2,64.88,234.2,6.96,11.36,1.2,0.4,2,12.6,91.72,12.4,28.4,123,4.24,1.8,7.8,20.8,56,36.8,19.2,2.2,12.8,0.4,0,0.8,0.4,0,3.6,0,6,1.2,1.4,75,0,2.4,2.4,100,2.6,52.2,20.2,0,21.4,2.2,27.4,10.24,0,17.8,4.4,198,44.56,23,5.8,12.6,45.9,0.4,0.6,30,8.2,75.6,357.2,0,0.6
2018-09-16,"BUF","LAC",18.2,33.6,54.26,178.2,5.18,10.96,1.6,1,4.4,26.4,76.16,8.6,26,124,4.78,0.6,6.8,29,56.2,42.4,13.8,1.2,7,0.4,0,0.8,0.2,0,5,0,4,1,1.4,79.175,0,1,1.2,87.5,1.8,49,24,0,22.6,3.4,35,10.44,0,17.8,5.8,265.6,45.68,18.2,4.6,13.8,34.32,0.4,1,20,9.8,85.8,302.2,0,0
2018-09-16,"GB","MIN",21.4,38.2,56.3,254.4,6.68,12.88,2.2,1,3.4,24.2,88.34,13,24.6,76.2,3.2,0.6,4.2,24,53.4,40.2,13.2,1.8,9.2,0.8,0.4,1.2,0.6,0,2.6,0,7.4,1.4,1.4,100,0,3.2,3.2,100,4.4,89,19.78,0,24.4,1.4,15.4,5.26,0,8.4,4.4,201.2,45.56,20.2,6,14.6,40.78,0.6,1.6,23.34,8.6,74.6,330.6,0,0.4
2018-09-16,"CLE","NO",16,30.8,52.64,187.2,6.2,12.92,1,0.4,3,21.4,80.44,8.4,33.8,138.4,4.1,1.2,7.6,13.4,58,40,18,3.4,19,1.2,0.2,1.2,1,0,6.6,0.2,4.4,0.8,1,75,0,2,2,100,2.6,57.4,22.06,0,25.6,4.2,27,7.92,0,12.6,8.6,365.2,42.22,18.6,4.2,15.2,27.32,0.6,1.2,40,9.2,87.4,325.6,0,0.4
2018-09-16,"MIA","NYJ",25.2,38.6,65.72,221.6,5.86,9.6,1.2,1.4,2.6,15.8,77.64,11.6,23.2,105,4.72,0.8,5.6,21.4,64.2,39,25.2,2,11,1.4,0,0.2,0.2,0,4.2,0,9,2.4,2.8,88.34,0,1.8,1.8,100,2.4,75.2,35.875,0.2,37.8,2.6,13.4,5.25,0,7.4,4.4,216.8,49,19.4,3,12.8,21.8,0.8,1.8,26.68,6.6,49.8,326.6,0,0.4
2018-09-16,"KC","PIT",23.4,36.2,64.74,270.4,7.68,12.14,2.2,0.6,1.2,3.2,102.18,14,22,71.2,3.14,0,3.8,21.4,52.2,36.2,16,0.8,2.8,1,0.4,0.6,0.4,0,4.4,0,8.6,2,2,100,0,2.6,2.6,100,3.4,82,23.46,0,33.4,2.4,36.4,15.84,0.2,33.8,3.6,163.4,44.84,19.6,6.4,12.8,47.7,0.4,0.8,13.34,7,74,341.6,0,0
2018-09-16,"TB","PHI",25.2,38.2,65.92,311,8.52,13.22,2.2,0.4,1.2,10.4,106.24,15.8,27.2,87.4,3.2,0.8,4.6,27.2,57.6,44.4,13.2,1.6,8.2,0.2,0,1,0.8,0.2,4.6,0,8.4,1.8,2.2,86.68,0,3,3.4,88.34,3.8,88.4,22.44,0,31.4,1.2,6.6,5.075,0,6,3.4,144,41.82,23.4,6.2,13.6,45.7,0.6,1,46.66,6.6,75.4,398.4,0,0.4
2018-09-16,"TEN","HOU",19.6,33.8,57.88,190.4,5.5,10.38,1,1,2.4,15.8,73.38,10.2,24,80.2,3.32,0.2,3.4,23.4,61.8,41,20.8,1.4,13.2,0.8,0,1,0.2,0,5.2,0,3.6,0.8,0.8,100,0,1.2,1.2,100,2.8,84.2,32.04,0.2,48.2,2.2,12.4,5.9,0,9,5.8,261.2,44.38,16.6,5,14,35.62,0.4,2,13.34,10,90,270.6,0,0.4
2018-09-16,"IND","WAS",25.4,38.8,65.18,260,6.9,11.42,1.6,0.8,2.2,17.6,92.84,12.8,27.4,81.4,3.08,0.4,5.4,22.8,58.6,42,16.6,2.6,18.6,0.6,0,1.6,0.8,0,4.2,0,9,2.4,2.6,93.75,0,1.8,1.8,100,2.4,55.2,20.56,0,23.2,2.2,10.4,6,0,7.2,4,177.4,44.54,20.6,7.6,16.4,46.88,1,1.4,63.34,8.2,85.2,341.4,0,1
2018-09-16,"ARI","LA",15.4,27.4,55.44,123,4.34,8.66,0.6,0.4,1.8,10.4,70.56,6.4,22,83.8,3.82,0.8,4.2,16,61.4,47.4,14,3.4,21,1.4,0.2,2,2.2,0.4,3.8,0,5.4,1.2,1.6,83.35,0,1.8,1.8,100,1.6,36,21.7666666666667,0,15,2.6,34.6,13.94,0,24.4,6.8,322.8,47.78,12.2,2.4,11.6,19.38,0.2,0.4,20,9.4,80.8,206.8,0,0.4
2018-09-16,"DET","SF",25,41.8,59.64,213,5.04,9.06,1,1.4,2.4,14.2,69.92,11.6,22.2,79.8,3.48,0.8,4.6,31.8,51.2,39.6,11.6,0.8,6.4,0.4,0.2,0.6,0.6,0,4.2,0,5.6,1.2,2,70,0,2,2,100,2.4,45,21.85,0,20.6,2.2,22.8,9.85,0.2,18.6,5,241.8,48.6,20.2,3.6,13,27.1,0.8,1.4,53.34,6.2,55.6,292.8,0,0.2
2018-09-16,"OAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-16,"JAC","NE",20.8,32.2,64.52,200.6,6.32,10.84,0.4,0.8,3.8,22.4,78.12,11.8,29.8,121.4,4.04,1.4,6.8,13,50.8,42,8.8,3.2,19.6,0.4,0.2,0.8,0.8,0.2,5,0,6,1.4,1.8,70,0,1.8,1.8,100,2.6,55.2,22.52,0,28.6,2.6,23.4,5.14,0,15.2,4.6,189.4,41.9,20,5.6,13.8,40.54,0.8,1.2,53.34,8.2,79.8,322,0,0.2
2018-09-16,"NYG","DAL",21.4,37.6,57.86,206.2,5.68,10.24,0.6,0.6,1.6,12.2,74.5,9.6,25.6,111.8,4.42,1,5.2,18,57.4,40.8,16.6,2,13,0.8,0,0.6,0.4,0,6.4,0,7,2,2,100,0,1,1.4,68.75,1.6,30.8,19.15,0,19,3.8,40.6,8,0.2,19.8,5.8,259,44.62,18.6,4.8,14.2,33.62,0.2,1.2,10,6.2,50.6,318,0,0.4
2018-09-17,"SEA","CHI",20.6,34.6,61.06,237.6,6.7,12.76,1.6,0.8,3.2,26,89.06,10.2,20.8,88.4,4.18,0.4,4,24.2,64.6,40.8,23.8,2.4,18,0.6,0,0.2,0.2,0.2,4.2,0,5.2,1.2,1.4,87.5,0,1.6,2,83.325,3.4,83.6,24.16,0,30.6,3.2,15,3.62,0,7.8,5.6,281.6,50.38,16.2,4.4,13,32.58,0.4,1,40,8.6,67.6,326,0,0.4
2018-09-20,"NYJ","CLE",18.3333333333333,29,64.1333333333333,188.333333333333,6.5,10.9333333333333,1.16666666666667,1,2.5,13.5,84.7666666666667,10.5,26.1666666666667,82.3333333333333,3.01666666666667,0.5,3.83333333333333,14,56.3333333333333,40.5,15.8333333333333,2.16666666666667,14.3333333333333,1.66666666666667,0.166666666666667,1,0.666666666666667,0,4.83333333333333,0,7.16666666666667,1.83333333333333,1.83333333333333,100,0,1.66666666666667,2,70,1.5,34.6666666666667,23.54,0,21.1666666666667,2.16666666666667,39.6666666666667,18,0.166666666666667,22.1666666666667,5.16666666666667,251.5,48.0666666666667,16,4.66666666666667,13.1666666666667,34.9166666666667,0.5,1.16666666666667,19.45,8.16666666666667,67.3333333333333,270.666666666667,0,0.833333333333333
2018-09-23,"NO","ATL",22.8333333333333,30,74.8166666666667,217,7.01666666666667,10.1833333333333,1.16666666666667,0.666666666666667,2,14.8333333333333,95.1333333333333,10.5,28,120.833333333333,4.16666666666667,1.66666666666667,9.16666666666667,18.8333333333333,57,38.6666666666667,18.3333333333333,2.83333333333333,16.5,0.666666666666667,0.166666666666667,1.33333333333333,0.5,0,3.83333333333333,0,6.33333333333333,1.66666666666667,1.83333333333333,94.45,0,1.33333333333333,1.33333333333333,100,2.33333333333333,67.1666666666667,30.44,0,28.6666666666667,1.83333333333333,9.5,3.5,0,5.5,2.83333333333333,134.666666666667,47.6666666666667,21.6666666666667,4.5,11.5,39.1,1,1.33333333333333,66.6666666666667,6,58.8333333333333,337.833333333333,0,1.16666666666667
2018-09-23,"DEN","BAL",22.1666666666667,35.5,62.4833333333333,236.666666666667,6.65,11.1166666666667,1.33333333333333,1.16666666666667,1.66666666666667,9.66666666666667,82.0166666666667,11.1666666666667,27.1666666666667,129,4.81666666666667,1,7.16666666666667,22.6666666666667,51.3333333333333,39.8333333333333,11.5,3.16666666666667,23.1666666666667,0.666666666666667,0,0.5,0.333333333333333,0,3.16666666666667,0.166666666666667,8.66666666666667,2.16666666666667,2.33333333333333,93.34,0,2.16666666666667,2.16666666666667,100,1.83333333333333,41.8333333333333,23.5,0,18.1666666666667,2.33333333333333,24.8333333333333,10.95,0.166666666666667,18.3333333333333,4.66666666666667,215.5,46.3833333333333,20.5,6,13.8333333333333,42.9333333333333,0.166666666666667,0.333333333333333,16.6666666666667,9,83.1666666666667,365.666666666667,0,0.166666666666667
2018-09-23,"CIN","CAR",22,35.5,62.6166666666667,263.166666666667,7.45,12.1833333333333,2.16666666666667,0.666666666666667,0.833333333333333,5.16666666666667,97.5666666666667,12.5,26.6666666666667,97,3.68333333333333,0.666666666666667,5,21,61.5,45.1666666666667,16.3333333333333,3.16666666666667,20.3333333333333,1,0,1,0.833333333333333,0.166666666666667,6,0,10.1666666666667,2.5,2.5,100,0,2.66666666666667,2.83333333333333,94.45,2.66666666666667,59.3333333333333,21.8,0,27.1666666666667,2.16666666666667,16.6666666666667,6.1,0,9.66666666666667,5.16666666666667,227.5,44.5666666666667,20.8333333333333,4.5,12.6666666666667,35.8,0.166666666666667,0.333333333333333,16.6666666666667,8.83333333333333,80,360.166666666667,0,0.333333333333333
2018-09-23,"NYG","HOU",23.3333333333333,38.6666666666667,60.7166666666667,208.5,5.56666666666667,9.95,0.666666666666667,0.5,2.33333333333333,20,78.5166666666667,9.83333333333333,24.1666666666667,99,4.03333333333333,0.833333333333333,5.33333333333333,18.3333333333333,54.6666666666667,39.5,15.1666666666667,1.66666666666667,10.8333333333333,0.666666666666667,0,0.5,0.333333333333333,0,5.66666666666667,0,7,2,2,100,0,1,1.33333333333333,75,1.66666666666667,35,20.92,0,20.8333333333333,3.66666666666667,36.1666666666667,7.45,0.166666666666667,17.5,5.83333333333333,259.166666666667,44.4,18.3333333333333,5.33333333333333,14.6666666666667,35.8666666666667,0.5,1.33333333333333,25,5.66666666666667,46.1666666666667,307.5,0,0.5
2018-09-23,"TEN","JAC",18.8333333333333,31.8333333333333,59.6,189.166666666667,5.96666666666667,10.7666666666667,1.16666666666667,0.833333333333333,2.16666666666667,14.5,82.05,9.66666666666667,25.6666666666667,83.5,3.25,0.166666666666667,4,22.3333333333333,61.6666666666667,42.1666666666667,19.5,1.83333333333333,14.5,0.833333333333333,0,1,0.166666666666667,0,5,0,4.33333333333333,1,1,100,0,1.33333333333333,1.33333333333333,100,2.33333333333333,70.1666666666667,32.04,0.166666666666667,40.1666666666667,2,10.6666666666667,5.25,0,7.83333333333333,5.66666666666667,261.166666666667,45.6833333333333,16.3333333333333,5,14.1666666666667,35.2333333333333,0.666666666666667,2,27.7833333333333,9.66666666666667,86.6666666666667,272.666666666667,0,0.333333333333333
2018-09-23,"SF","KC",20.1666666666667,32.1666666666667,63.0333333333333,241.833333333333,7.31666666666667,13.0666666666667,0.833333333333333,1.33333333333333,2.5,20.1666666666667,81.2,11.6666666666667,27.1666666666667,113.5,4.16666666666667,1.16666666666667,6,22.3333333333333,56.5,42.6666666666667,13.8333333333333,1.83333333333333,12.6666666666667,0.166666666666667,0,0.666666666666667,0.5,0,4.33333333333333,0,7.5,2,2,100,0,1.5,1.5,100,3,79,24.18,0,36,3,24.1666666666667,7.75,0,16.8333333333333,4.33333333333333,182.833333333333,42.5666666666667,20.6666666666667,5.33333333333333,12.6666666666667,41.6,0.5,0.833333333333333,41.6666666666667,8,73,355.333333333333,0,0.833333333333333
2018-09-23,"OAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-23,"BUF","MIN",18.1666666666667,33.5,54.3,183.333333333333,5.36666666666667,11.4,1.5,1.16666666666667,4.5,28,74.0166666666667,8.83333333333333,25.3333333333333,117.333333333333,4.61666666666667,0.666666666666667,6.5,29.3333333333333,56.8333333333333,42.8333333333333,14,1.33333333333333,8.5,0.333333333333333,0,0.833333333333333,0.166666666666667,0,4.33333333333333,0,4.66666666666667,1.16666666666667,1.5,83.34,0,1.16666666666667,1.33333333333333,90,1.83333333333333,48.8333333333333,24,0,23.1666666666667,3,30.1666666666667,9.7,0,15.8333333333333,5.66666666666667,258.5,45.5,18,4.66666666666667,13.8333333333333,34.55,0.333333333333333,0.833333333333333,16.6666666666667,9.16666666666667,76.6666666666667,300.666666666667,0,0
2018-09-23,"IND","PHI",24.6666666666667,37.5,65.6,246.166666666667,6.7,10.9333333333333,1.66666666666667,1,2,15,90.2333333333333,12.3333333333333,27.5,85.1666666666667,3.18333333333333,0.5,5.33333333333333,20.5,61.5,42.6666666666667,18.8333333333333,2.66666666666667,19.3333333333333,0.5,0,1.5,0.833333333333333,0,4.66666666666667,0,8,2,2.16666666666667,93.75,0,2,2,100,2.16666666666667,49.1666666666667,20.3,0,22.5,1.83333333333333,8.66666666666667,6,0,6,4.16666666666667,187,44.95,20,7.83333333333333,16.3333333333333,48.45,0.833333333333333,1.16666666666667,52.7833333333333,7.83333333333333,75.3333333333333,331.333333333333,0,0.833333333333333
2018-09-23,"WAS","GB",22,33.1666666666667,65.9,223,6.75,11.0666666666667,1.5,0.5,3,16.6666666666667,98.2333333333333,11.8333333333333,27.6666666666667,121.666666666667,4.36666666666667,0.166666666666667,5.5,20.8333333333333,55.5,37.5,18,1.66666666666667,7.5,1,0,0.333333333333333,0.333333333333333,0,5,0,7,1.83333333333333,2.33333333333333,70.8333333333333,0,1.5,1.5,100,2,33,17.06,0,17.5,2.33333333333333,19.6666666666667,7.18333333333333,0,11.8333333333333,4.5,206.666666666667,46.2166666666667,20.8333333333333,4,12.6666666666667,30.6333333333333,0.666666666666667,1.33333333333333,36.1166666666667,7.33333333333333,61.8333333333333,344.666666666667,0,0.666666666666667
2018-09-23,"LAC","LA",20.8333333333333,30.8333333333333,69.6,201.666666666667,6.13333333333333,9.9,1.5,0.5,2.83333333333333,19.3333333333333,98.9666666666667,11,27.5,124.5,4.55,0.833333333333333,7,25.5,51.5,35.3333333333333,16.1666666666667,2.5,14.5,0.666666666666667,0,0.5,0.5,0,4.5,0,6,1.33333333333333,1.66666666666667,83.34,0,2,2,100,2.5,63,26.3333333333333,0,33.3333333333333,2.83333333333333,21.6666666666667,7.38333333333333,0.166666666666667,19.1666666666667,4.66666666666667,217.666666666667,46.9833333333333,20.5,4.5,12,36.8166666666667,0.333333333333333,0.833333333333333,25,8.5,80.1666666666667,326.166666666667,0,0.666666666666667
2018-09-23,"ARI","CHI",15.6666666666667,27.3333333333333,56.7,116.333333333333,4.13333333333333,8.1,0.5,0.5,1.66666666666667,9.83333333333333,67.6333333333333,6,20.8333333333333,78.8333333333333,3.78333333333333,0.666666666666667,3.66666666666667,19,62.3333333333333,47.5,14.8333333333333,3.16666666666667,19.5,1.33333333333333,0.166666666666667,1.66666666666667,1.83333333333333,0.333333333333333,3.66666666666667,0,4.5,1,1.33333333333333,83.35,0,1.5,1.5,100,1.83333333333333,38.1666666666667,20.4,0,15.6666666666667,2.16666666666667,28.8333333333333,13.94,0,20.3333333333333,7,336.166666666667,48.2166666666667,11,2.5,11.6666666666667,20.3166666666667,0.333333333333333,0.5,33.3333333333333,9.33333333333333,75.1666666666667,195.166666666667,0,0.333333333333333
2018-09-23,"DAL","SEA",23,36,64.15,187,5.3,8.96666666666667,0.666666666666667,0.833333333333333,3,17.5,77.8833333333333,9.5,23,88.3333333333333,3.78333333333333,0.5,5.5,19.1666666666667,55.3333333333333,39.3333333333333,16,2.33333333333333,17.1666666666667,0.5,0,1,0.666666666666667,0,5.33333333333333,0,4.5,1.16666666666667,1.5,66.6666666666667,0,1,1,100,1.16666666666667,33.5,28.4,0,15.3333333333333,2.5,8.66666666666667,3.05,0,9,6,272,45.2833333333333,17,4.16666666666667,13.5,30.3666666666667,0.333333333333333,1,33.3333333333333,9.16666666666667,75.5,275.333333333333,0,1
