"Date","Favorite","Underdog","Fav.Comp","Fav.PassAtt","Fav.CompPCT","Fav.PassYds","Fav.PassYPA","Fav.PassYPR","Fav.PassTD","Fav.OINT","Fav.OSCK","Fav.OSCKYDS","Fav.QBR","Fav.P1st","Fav.RushAtt","Fav.RushYds","Fav.RushYPA","Fav.RushTD","Fav.R1st","Fav.PA","Fav.Tckl","Fav.Solo","Fav.AstTckl","Fav.DSck","Fav.DSCKYds","Fav.INT","Fav.INTTD","Fav.FF","Fav.FumRec","Fav.FumTD","Fav.PassDef","Fav.Sfty","Fav.KPts","Fav.FGM","Fav.FGA","Fav.FGPct","Fav.FGLng","Fav.XPM","Fav.XPA","Fav.XPPct","Fav.KR","Fav.KRYds","Fav.KRAvg","Fav.KRTD","Fav.KRLng","Fav.PR","Fav.PRYds","Fav.PRAvg","Fav.PRTD","Fav.PRLng","Fav.Punts","Fav.PuntYds","Fav.PuntAvg","Fav.1st","Fav.3rdCon","Fav.3rdAtt","Fav.3rdPct","Fav.4thCon","Fav.4thAtt","Fav.4thPct","Fav.Pen","Fav.PenYds","Fav.TotYds","Fav.PlusMinus","Fav.FUML.turnovers"
2018-11-18,"IND","TEN",25.6923076923077,39.4615384615385,65.7153846153846,260.846153846154,6.76153846153846,10.7846153846154,2.46153846153846,0.923076923076923,1.46153846153846,11.5384615384615,97.7230769230769,13.4615384615385,26.0769230769231,104.153846153846,3.93846153846154,0.538461538461538,5.84615384615385,24.5384615384615,63.6923076923077,43.5384615384615,20.1538461538462,2.46153846153846,14.7692307692308,0.846153846153846,0,1.23076923076923,0.846153846153846,0,4.30769230769231,0,7.69230769230769,1.76923076923077,2,84.0909090909091,0,2.38461538461538,2.53846153846154,96.1538461538462,1.69230769230769,34.6923076923077,18.275,0,18.9230769230769,1.30769230769231,9.76923076923077,8.6,0,8.15384615384615,3.69230769230769,167,45.4538461538462,21.4615384615385,7.15384615384615,14.6923076923077,48.6230769230769,0.692307692307692,1.23076923076923,37.1846153846154,7.76923076923077,67.0769230769231,365,0,0.692307692307692
2018-11-18,"PIT","JAC",24.6153846153846,37.6923076923077,65.8153846153846,288.923076923077,7.99230769230769,12.6461538461538,2.30769230769231,0.846153846153846,1.61538461538462,10.8461538461538,102.315384615385,14.0769230769231,25.2307692307692,103.230769230769,3.87692307692308,1.30769230769231,6.15384615384615,23.3846153846154,58,39.7692307692308,18.2307692307692,3.46153846153846,23.6923076923077,0.769230769230769,0.153846153846154,1.15384615384615,0.692307692307692,0.0769230769230769,3.84615384615385,0.153846153846154,6.38461538461539,1.15384615384615,1.38461538461538,77.2727272727273,0,2.92307692307692,3.23076923076923,91.6666666666667,2.30769230769231,45.3076923076923,19.3076923076923,0,22.7692307692308,1.92307692307692,17.3846153846154,8.95454545454546,0,9.92307692307692,4.53846153846154,197.153846153846,43.4846153846154,22.6923076923077,5.46153846153846,12.6153846153846,42.9846153846154,0.384615384615385,0.615384615384615,30.7692307692308,8.53846153846154,80.6923076923077,392.153846153846,0,0.384615384615385
2018-11-18,"NYG","TB",24.5384615384615,38.3076923076923,64.6384615384615,246.461538461538,6.59230769230769,11.0307692307692,1.15384615384615,0.615384615384615,2.92307692307692,22,89.7923076923077,12.2307692307692,21.3076923076923,89.6153846153846,4.16923076923077,0.692307692307692,4.38461538461539,22.9230769230769,58.8461538461538,41.6153846153846,17.2307692307692,1.46153846153846,9.61538461538461,0.692307692307692,0,0.615384615384615,0.384615384615385,0,4.76923076923077,0,7.30769230769231,2,2.07692307692308,97.225,0,1.30769230769231,1.46153846153846,88.6363636363636,2.30769230769231,53.2307692307692,23.2833333333333,0,25.9230769230769,2.84615384615385,22.4615384615385,6.55833333333333,0.0769230769230769,14,4.92307692307692,225.384615384615,46.1076923076923,18.7692307692308,4.61538461538461,13.0769230769231,34.2538461538462,0.538461538461538,1.23076923076923,21.1538461538462,6.07692307692308,55.7692307692308,336.076923076923,0,0.461538461538462
2018-11-18,"HOU","WAS",19.7692307692308,31.7692307692308,62.3230769230769,230.153846153846,7.24615384615385,12.2230769230769,1.76923076923077,0.769230769230769,2.69230769230769,13.6923076923077,94.0153846153846,11.9230769230769,29.1538461538462,115.076923076923,3.91538461538462,0.538461538461538,5.23076923076923,18,58.3076923076923,43.1538461538462,15.1538461538462,1.92307692307692,14.1538461538462,1,0.0769230769230769,0.846153846153846,0.615384615384615,0.0769230769230769,5.46153846153846,0,7,1.61538461538462,2,82.2727272727273,0,2.15384615384615,2.30769230769231,92.3076923076923,1.53846153846154,38.3076923076923,24.7857142857143,0,16.0769230769231,2.38461538461538,17.5384615384615,7.71538461538462,0,11.1538461538462,4.92307692307692,218.615384615385,44.7230769230769,19.7692307692308,4.53846153846154,12.6923076923077,35.3076923076923,0.615384615384615,1.07692307692308,39.7461538461538,7.46153846153846,54.9230769230769,345.230769230769,0,0.384615384615385
2018-11-18,"ARI","OAK",17.1538461538462,30.0769230769231,56.6615384615385,150.923076923077,4.99230769230769,10.0076923076923,0.846153846153846,1,2.61538461538462,17.8461538461538,69.8153846153846,7.92307692307692,21.6153846153846,75.7692307692308,3.50769230769231,0.692307692307692,4.15384615384615,21.6153846153846,62.1538461538462,47.1538461538462,15,3.30769230769231,23,1,0.0769230769230769,1.38461538461538,1.23076923076923,0.307692307692308,4,0,4.07692307692308,0.769230769230769,1.07692307692308,83.3375,0,1.76923076923077,1.76923076923077,100,1.84615384615385,39.2307692307692,21.775,0,16,1.92307692307692,17.0769230769231,8.19090909090909,0,11.8461538461538,6.23076923076923,296.769230769231,48.0153846153846,13.6923076923077,3.23076923076923,12,25.5230769230769,0.230769230769231,0.692307692307692,19.2307692307692,7.38461538461539,57.3076923076923,226.692307692308,0,0.615384615384615
2018-11-18,"LAC","DEN",19.3846153846154,29.2307692307692,67.1230769230769,225.923076923077,7.72307692307692,12.4076923076923,1.84615384615385,0.461538461538462,2.07692307692308,13.5384615384615,107.161538461538,10.7692307692308,26.3846153846154,127.615384615385,4.83846153846154,0.846153846153846,6.84615384615385,21.6153846153846,56.9230769230769,38.6153846153846,18.3076923076923,2.69230769230769,17.6153846153846,0.923076923076923,0.0769230769230769,0.538461538461538,0.461538461538462,0,4.61538461538461,0,6.38461538461539,1.46153846153846,1.84615384615385,79.8666666666667,0,2,2.46153846153846,80.5583333333333,2,47.4615384615385,24.5,0,27.7692307692308,2.84615384615385,26.1538461538462,8.87692307692308,0.0769230769230769,20.6923076923077,4.30769230769231,189.461538461538,43.7,19.3076923076923,4.15384615384615,11.4615384615385,34.9846153846154,0.384615384615385,0.692307692307692,30.7692307692308,7.76923076923077,70.7692307692308,353.538461538462,0,0.461538461538462
2018-11-18,"NO","PHI",23.7692307692308,31.4615384615385,75.1923076923077,249.307692307692,7.80769230769231,10.8615384615385,1.76923076923077,0.384615384615385,1.30769230769231,9.46153846153846,108.415384615385,12.4615384615385,31.3846153846154,135.461538461538,4.23846153846154,1.92307692307692,10,21.4615384615385,53.8461538461538,38.5384615384615,15.3076923076923,2.69230769230769,17,0.692307692307692,0.153846153846154,0.923076923076923,0.538461538461538,0,4.15384615384615,0,8.84615384615385,2,2.07692307692308,97.4384615384615,0,2.84615384615385,2.92307692307692,98.1818181818182,2,49.3846153846154,24.4545454545455,0,23.6923076923077,1.61538461538462,9,5.025,0,6.15384615384615,2.23076923076923,103.538461538462,45.8636363636364,24.6923076923077,5.23076923076923,11.6923076923077,44.8153846153846,1.15384615384615,1.38461538461538,67.6923076923077,5.53846153846154,54.6153846153846,384.769230769231,0,0.769230769230769
2018-11-18,"CHI","MIN",22.2142857142857,34.2142857142857,66.0785714285714,243.642857142857,7.45714285714286,11.6857142857143,1.85714285714286,0.928571428571429,1.85714285714286,11.0714285714286,95.7928571428571,11.7142857142857,27.5,116,4.13571428571429,1.07142857142857,6.5,20.9285714285714,52.9285714285714,41.7142857142857,11.2142857142857,3.57142857142857,20,1.5,0.357142857142857,1.21428571428571,0.642857142857143,0.0714285714285714,4.78571428571429,0,7.57142857142857,1.5,2.07142857142857,72.0285714285714,1.57142857142857,3.07142857142857,3.21428571428571,96.4285714285714,1.64285714285714,33.3571428571429,19.5416666666667,0,18.3571428571429,2.42857142857143,24.7142857142857,10.3692307692308,0,16.0714285714286,3.78571428571429,172,45.8714285714286,21.5,5.35714285714286,12.7857142857143,42.0857142857143,0.5,0.928571428571429,45.2357142857143,7.28571428571429,66.4285714285714,359.642857142857,-0.142857142857143,0.5
2018-11-19,"LA","KC",20.9285714285714,31.8571428571429,65.1571428571429,244.142857142857,7.42857142857143,11.9571428571429,1.71428571428571,0.785714285714286,2.14285714285714,14.2857142857143,94.3285714285714,12.4285714285714,29.2857142857143,131.857142857143,4.54285714285714,1.21428571428571,7.28571428571429,23.3571428571429,54.3571428571429,36.3571428571429,18,2.5,19,0.714285714285714,0.0714285714285714,0.857142857142857,0.785714285714286,0,4.5,0.142857142857143,7.85714285714286,1.78571428571429,2.21428571428571,77.4272727272727,0,2.5,2.57142857142857,98.0769230769231,3,68.2857142857143,23.2214285714286,0,27.4285714285714,2.14285714285714,26.1428571428571,10.1769230769231,0,17.2857142857143,3.64285714285714,148.785714285714,42.5428571428571,21.5714285714286,5.21428571428571,12.6428571428571,40.0142857142857,0.357142857142857,0.857142857142857,30.95,6.21428571428571,53.2142857142857,376,0,0.285714285714286
2018-11-22,"CHI","DET",22.0666666666667,34,65.9733333333333,238.066666666667,7.30666666666667,11.46,1.8,1,1.8,10.6666666666667,93.5333333333333,11.7333333333333,28.2666666666667,118.133333333333,4.11333333333333,1,6.6,20.8666666666667,52.2,41.6,10.6,3.46666666666667,19.7333333333333,1.53333333333333,0.4,1.2,0.666666666666667,0.0666666666666667,4.93333333333333,0,7.66666666666667,1.6,2.13333333333333,73.8933333333333,1.46666666666667,2.86666666666667,3,96.4285714285714,1.66666666666667,33.9333333333333,19.6538461538462,0,18.6,2.33333333333333,23.8,10.4142857142857,0,15.7333333333333,3.66666666666667,165.266666666667,45.18,21.6666666666667,5.4,12.7333333333333,42.6133333333333,0.466666666666667,0.866666666666667,42.22,7.13333333333333,65.0666666666667,356.2,-0.133333333333333,0.533333333333333
2018-11-22,"DAL","WAS",21.4285714285714,33.4285714285714,64.1714285714286,197.214285714286,6.01428571428571,10.2785714285714,1,0.714285714285714,3.28571428571429,19.5714285714286,85.4571428571429,10.0714285714286,25.7857142857143,116.5,4.47857142857143,0.714285714285714,6.85714285714286,19.7142857142857,56.8571428571429,39.5,17.3571428571429,2.35714285714286,14.2857142857143,0.5,0,0.642857142857143,0.571428571428571,0,4.35714285714286,0,7.14285714285714,1.85714285714286,2.21428571428571,72.6214285714286,0,1.57142857142857,1.64285714285714,95.4545454545455,0.928571428571429,24.8571428571429,25.4571428571429,0,13.7857142857143,2,8.64285714285714,4.125,0,7.57142857142857,4.71428571428571,209.357142857143,43.9357142857143,18.5714285714286,4.92857142857143,13.6428571428571,35.8428571428571,0.642857142857143,1.14285714285714,50,6.78571428571429,57.0714285714286,313.714285714286,0,0.714285714285714
2018-11-22,"NO","ATL",23.7142857142857,31.5,74.9571428571429,258.142857142857,8.08571428571429,11.2428571428571,1.92857142857143,0.357142857142857,1.21428571428571,8.78571428571429,111.392857142857,13.0714285714286,31.7857142857143,138.142857142857,4.27142857142857,1.92857142857143,9.71428571428571,20.4285714285714,52.5,38.0714285714286,14.4285714285714,2.71428571428571,17.0714285714286,0.857142857142857,0.142857142857143,0.857142857142857,0.5,0,4.42857142857143,0,9.07142857142857,2,2.07142857142857,97.6214285714286,0,3.07142857142857,3.14285714285714,98.3333333333333,1.85714285714286,45.8571428571429,24.4545454545455,0,22,1.64285714285714,9.28571428571429,5.13846153846154,0,6.64285714285714,2.21428571428571,103.214285714286,46.1666666666667,24.9285714285714,5.28571428571429,11.6428571428571,45.5071428571429,1.14285714285714,1.35714285714286,70,5.71428571428571,55.6428571428571,396.285714285714,0,0.714285714285714
2018-11-25,"BAL","OAK",22.4666666666667,36.9333333333333,61.2733333333333,227.866666666667,6.16666666666667,10.8066666666667,1.4,0.666666666666667,2.53333333333333,13.2666666666667,85.32,11.7333333333333,30.3333333333333,126.4,4.07333333333333,1.13333333333333,8.33333333333333,16.8666666666667,53.8,38.0666666666667,15.7333333333333,3.33333333333333,23.2666666666667,0.933333333333333,0.0666666666666667,0.733333333333333,0.466666666666667,0,5.66666666666667,0,8.53333333333333,2.06666666666667,2.53333333333333,86.5461538461538,2.06666666666667,2.33333333333333,2.4,97.6214285714286,2,44.6666666666667,24.2928571428571,0,25.6666666666667,2.73333333333333,24,8.36666666666667,0,14.4,4.66666666666667,215,46.88,22.1333333333333,5.66666666666667,14.3333333333333,38.42,0.733333333333333,1.13333333333333,56.6666666666667,6.73333333333333,52.4666666666667,354.266666666667,0.133333333333333,0.466666666666667
2018-11-25,"JAC","BUF",22.7857142857143,36.0714285714286,63.1785714285714,234.5,6.35714285714286,10.9428571428571,1,0.857142857142857,3.28571428571429,18.6428571428571,82.9785714285714,12.2857142857143,26.9285714285714,107.142857142857,4.03571428571429,0.785714285714286,5.92857142857143,19.2142857142857,49.7142857142857,40.4285714285714,9.28571428571429,2.5,16.7857142857143,0.642857142857143,0.0714285714285714,0.428571428571429,0.428571428571429,0.0714285714285714,3.57142857142857,0.0714285714285714,6.28571428571429,1.57142857142857,1.78571428571429,83.3363636363636,0,1.57142857142857,1.64285714285714,97.225,2.07142857142857,41.8571428571429,20.6142857142857,0,25.5,2.14285714285714,18.0714285714286,7.5,0,13.7857142857143,4.64285714285714,199.285714285714,42.8357142857143,19.3571428571429,6.42857142857143,14.7857142857143,43.3214285714286,0.714285714285714,1.28571428571429,41.1928571428571,7.14285714285714,67.2142857142857,341.642857142857,0,0.857142857142857
2018-11-25,"CAR","SEA",22.8571428571429,34,67.4285714285714,237.5,7.02142857142857,11.1285714285714,1.85714285714286,0.571428571428571,1.92857142857143,14.5714285714286,100.514285714286,13.2142857142857,26.4285714285714,126.428571428571,4.78571428571429,1.35714285714286,7.07142857142857,24.8571428571429,55.8571428571429,38.4285714285714,17.4285714285714,2,12.0714285714286,0.928571428571429,0,0.785714285714286,0.357142857142857,0.0714285714285714,4.28571428571429,0,6,1.14285714285714,1.28571428571429,80,0,2.57142857142857,2.78571428571429,85.7142857142857,1.92857142857143,39.1428571428571,20.07,0,18,1.57142857142857,13.7142857142857,6.55384615384615,0,9.5,4.14285714285714,186.071428571429,45.0071428571429,22.0714285714286,5.07142857142857,11.7142857142857,43.05,0.5,0.785714285714286,46.4285714285714,6.28571428571429,55,363.928571428571,0,0.428571428571429
2018-11-25,"CLE","CIN",20.2142857142857,34.6428571428571,59.2785714285714,214.857142857143,6.39285714285714,11.8071428571429,1.35714285714286,0.785714285714286,3.07142857142857,21.0714285714286,84.7428571428571,10.5714285714286,29.0714285714286,131.928571428571,4.54285714285714,1.07142857142857,6.5,22.0714285714286,59.5,42.6428571428571,16.8571428571429,2.64285714285714,15.7857142857143,1.14285714285714,0.0714285714285714,1.21428571428571,1,0,5.78571428571429,0.142857142857143,5.07142857142857,1.21428571428571,1.57142857142857,80.3090909090909,0,1.42857142857143,1.71428571428571,72.7272727272727,2.64285714285714,56.0714285714286,21.0153846153846,0,22.8571428571429,3,22.7142857142857,8.00714285714286,0,12.6428571428571,6.85714285714286,299.071428571429,42.1428571428571,19.0714285714286,4.57142857142857,14.5714285714286,31.7285714285714,0.642857142857143,1.35714285714286,39.2857142857143,7.92857142857143,65.6428571428571,346.785714285714,0,0.357142857142857
2018-11-25,"NE","NYJ",23.7857142857143,36.8571428571429,64.2285714285714,243.071428571429,6.55,10.5928571428571,1.5,0.642857142857143,1.42857142857143,9.42857142857143,89.9785714285714,11.9285714285714,28.1428571428571,116,4.05714285714286,1.21428571428571,7.78571428571429,22.1428571428571,59.3571428571429,37.5,21.8571428571429,2.07142857142857,14.8571428571429,1,0.0714285714285714,0.857142857142857,0.571428571428571,0.0714285714285714,4.64285714285714,0,8.28571428571429,1.85714285714286,2.14285714285714,90.2428571428571,0,2.71428571428571,2.71428571428571,100,2,51.2142857142857,24.975,0.0714285714285714,28.2142857142857,1.57142857142857,8.85714285714286,4.36,0,5.42857142857143,4.28571428571429,202.428571428571,46.7615384615385,22,5.07142857142857,13.0714285714286,38.5285714285714,0.5,0.857142857142857,29.7642857142857,5.07142857142857,44.8571428571429,359.071428571429,0,0.571428571428571
2018-11-25,"PHI","NYG",25.6428571428571,39.1428571428571,65.55,248.285714285714,6.35714285714286,10.55,1.57142857142857,1.07142857142857,3.64285714285714,22.8571428571429,86.8857142857143,13.1428571428571,23.2142857142857,98.7142857142857,4.26428571428571,0.5,5.92857142857143,22.3571428571429,55.0714285714286,41.7857142857143,13.2857142857143,2.71428571428571,17.4285714285714,0.5,0,0.571428571428571,0.285714285714286,0,4.57142857142857,0,4.92857142857143,1.07142857142857,1.42857142857143,71.2181818181818,0,1.71428571428571,1.78571428571429,97.225,2.5,57.2857142857143,21.63,0,20.6428571428571,2.57142857142857,17.0714285714286,6.46153846153846,0,12.8571428571429,4.5,219.857142857143,48.25,20.9285714285714,4.85714285714286,13.2142857142857,35.7857142857143,0.642857142857143,1.64285714285714,20.95,6.57142857142857,58.6428571428571,347,0,1
2018-11-25,"TB","SF",26.9285714285714,41,66.1928571428571,339.142857142857,8.47857142857143,13.2142857142857,2.28571428571429,1.78571428571429,2.35714285714286,13.4285714285714,94.6785714285714,17.8571428571429,24.7857142857143,92.8571428571429,3.76428571428571,0.714285714285714,4.85714285714286,30.3571428571429,56.0714285714286,43.6428571428571,12.4285714285714,2.28571428571429,14.0714285714286,0.142857142857143,0,0.857142857142857,0.5,0.0714285714285714,3.14285714285714,0,6.5,1.28571428571429,1.64285714285714,84.8545454545455,0,2.64285714285714,3.07142857142857,85.9076923076923,2.64285714285714,53.2857142857143,19.7909090909091,0,19.6428571428571,1.64285714285714,10,5.81538461538462,0,7.07142857142857,3.35714285714286,146.857142857143,43.4571428571429,25.3571428571429,5.64285714285714,12.0714285714286,47.1071428571429,0.785714285714286,1.07142857142857,52.3785714285714,6.92857142857143,64.2142857142857,432,0,0.571428571428571
2018-11-25,"LAC","ARI",20,30.2142857142857,66.9785714285714,237.214285714286,7.80714285714286,12.5428571428571,1.85714285714286,0.571428571428571,2.14285714285714,13.7857142857143,106.028571428571,11.2857142857143,26.3571428571429,125.285714285714,4.75714285714286,0.785714285714286,6.71428571428571,21.7142857142857,55.6428571428571,38.2142857142857,17.4285714285714,2.5,16.3571428571429,0.857142857142857,0.0714285714285714,0.5,0.428571428571429,0,4.5,0,6.64285714285714,1.57142857142857,1.92857142857143,81.4153846153846,0,1.92857142857143,2.42857142857143,78.2076923076923,2.07142857142857,49.0714285714286,24.4076923076923,0,27.9285714285714,2.71428571428571,24.4285714285714,8.38571428571429,0.0714285714285714,19.3571428571429,4.14285714285714,181.5,43.3642857142857,19.7857142857143,4.5,11.7142857142857,36.7714285714286,0.357142857142857,0.642857142857143,28.5714285714286,8.21428571428571,74.2857142857143,362.5,0,0.428571428571429
2018-11-25,"PIT","DEN",24.7857142857143,38.3571428571429,65.2142857142857,289.5,7.87142857142857,12.5714285714286,2.28571428571429,1,1.64285714285714,11.2857142857143,99.6785714285714,13.7857142857143,24.2142857142857,97.7142857142857,3.77142857142857,1.28571428571429,5.92857142857143,22.8571428571429,58.7857142857143,40.3571428571429,18.4285714285714,3.64285714285714,24.8571428571429,0.714285714285714,0.142857142857143,1.21428571428571,0.714285714285714,0.0714285714285714,3.71428571428571,0.142857142857143,6.07142857142857,1.07142857142857,1.28571428571429,77.2727272727273,0,2.85714285714286,3.14285714285714,92.3076923076923,2.28571428571429,45.2142857142857,19.5,0,22.8571428571429,2,17.0714285714286,8.56666666666667,0,9.71428571428571,4.64285714285714,204.928571428571,44.0214285714286,22.4285714285714,5.28571428571429,12.5,41.8642857142857,0.357142857142857,0.714285714285714,28.5714285714286,8.14285714285714,76,387.214285714286,0,0.357142857142857
2018-11-25,"IND","MIA",25.5714285714286,38.9285714285714,66.3785714285714,263.285714285714,6.93571428571429,10.8928571428571,2.5,0.857142857142857,1.35714285714286,10.7142857142857,100.328571428571,13.5714285714286,26.2142857142857,104,3.91428571428571,0.642857142857143,6,23.5,63.7857142857143,43.9285714285714,19.8571428571429,2.64285714285714,15.6428571428571,0.928571428571429,0,1.21428571428571,0.785714285714286,0,4.21428571428571,0,7.71428571428571,1.71428571428571,1.92857142857143,85.4166666666667,0,2.57142857142857,2.71428571428571,96.4285714285714,1.64285714285714,33.5714285714286,18.3307692307692,0,18.9285714285714,1.42857142857143,13.7142857142857,9.79090909090909,0,11.2142857142857,3.64285714285714,165.214285714286,45.5857142857143,21.7857142857143,7,14.3571428571429,48.7214285714286,0.642857142857143,1.14285714285714,34.5285714285714,7.71428571428571,66.5714285714286,367.285714285714,0,0.642857142857143
2018-11-25,"MIN","GB",27.2142857142857,39.4285714285714,69.2071428571429,254.785714285714,6.48571428571429,10.0357142857143,1.85714285714286,0.571428571428571,2.71428571428571,18.5,97.6428571428571,13.9285714285714,23.6428571428571,91.1428571428571,3.67857142857143,0.642857142857143,4.35714285714286,21,54.8571428571429,40.5,14.3571428571429,3.28571428571429,23.9285714285714,1,0.0714285714285714,0.785714285714286,0.5,0.142857142857143,4.28571428571429,0,6.35714285714286,1.42857142857143,2.07142857142857,73.75,0,2.07142857142857,2.14285714285714,97.225,1.57142857142857,39.0714285714286,24.1181818181818,0,22.1428571428571,2.57142857142857,20.6428571428571,9.20769230769231,0,12.8571428571429,4.78571428571429,212.285714285714,43.7928571428571,20.3571428571429,5.28571428571429,13.7857142857143,37.4214285714286,0.714285714285714,1.14285714285714,47.6214285714286,5.92857142857143,48.7857142857143,345.928571428571,0,0.857142857142857
2018-11-26,"HOU","TEN",19.5,31.2142857142857,62.6357142857143,226.642857142857,7.26428571428571,12.2785714285714,1.71428571428571,0.857142857142857,2.71428571428571,14.6428571428571,92.5071428571429,11.6428571428571,29.2857142857143,116.785714285714,3.95714285714286,0.5,5.35714285714286,18.2142857142857,58.3571428571429,43.1428571428571,15.2142857142857,2.14285714285714,15.6428571428571,1.07142857142857,0.142857142857143,0.857142857142857,0.571428571428571,0.0714285714285714,5.64285714285714,0,7.28571428571429,1.71428571428571,2.21428571428571,80.4166666666667,0,2.14285714285714,2.28571428571429,92.8571428571429,1.5,36.8571428571429,23.9375,0,16.2142857142857,2.28571428571429,17.4285714285714,8.30714285714286,0,11.5,4.64285714285714,205.142857142857,43.6714285714286,19.7142857142857,4.5,12.5714285714286,35.3857142857143,0.571428571428571,1,36.9071428571429,7.42857142857143,53.8571428571429,343.428571428571,0,0.428571428571429
2018-11-29,"NO","DAL",23.1333333333333,30.8666666666667,74.5066666666667,251.733333333333,8.04,11.2533333333333,2.06666666666667,0.4,1.26666666666667,8.8,111.426666666667,12.8,31.7333333333333,138.933333333333,4.30666666666667,1.8,9.66666666666667,20.2,53.0666666666667,39.1333333333333,13.9333333333333,2.93333333333333,18.4,0.866666666666667,0.133333333333333,1.13333333333333,0.666666666666667,0,4.6,0,8.93333333333333,1.93333333333333,2,97.78,0,3.13333333333333,3.2,98.4615384615385,1.8,44.9333333333333,25.0833333333333,0,22.6666666666667,1.6,9.13333333333333,5.27142857142857,0,6.66666666666667,2.26666666666667,105.933333333333,46.3076923076923,24.5333333333333,5.26666666666667,11.6,45.5066666666667,1.06666666666667,1.26666666666667,65.3333333333333,5.53333333333333,53.2,390.666666666667,0,0.666666666666667
2018-12-02,"ATL","BAL",25.4,38,66.3066666666667,279.2,7.4,11.8133333333333,1.73333333333333,0.6,2.93333333333333,17.8,97.36,13.8666666666667,21.4666666666667,80,3.62666666666667,0.6,4.46666666666667,26.8666666666667,57.1333333333333,41.6666666666667,15.4666666666667,2.13333333333333,13.2,0.866666666666667,0,0.266666666666667,0.2,0,4.06666666666667,0,6.2,1.4,1.46666666666667,91.6666666666667,0,2,2.06666666666667,92.3076923076923,2.06666666666667,48.2,22.7846153846154,0,25.4666666666667,1.46666666666667,6.53333333333333,4.4,0,5.13333333333333,4.13333333333333,177.666666666667,42.7266666666667,19.9333333333333,5.93333333333333,13.2666666666667,44.9866666666667,0.533333333333333,1.53333333333333,12.22,6,51.2,359.2,0,0.533333333333333
2018-12-02,"DEN","CIN",22.3333333333333,35.4,62.98,235.6,6.66666666666667,11.3333333333333,1.26666666666667,0.866666666666667,2.26666666666667,15.6666666666667,86.2533333333333,11.2666666666667,24.4,122.133333333333,5.02666666666667,1.2,6.73333333333333,23,56.2,40.1333333333333,16.0666666666667,3,19.2666666666667,0.933333333333333,0.133333333333333,0.666666666666667,0.4,0,4.8,0.0666666666666667,7.13333333333333,1.6,1.86666666666667,88.4615384615385,0,2.33333333333333,2.33333333333333,100,1.8,38.5333333333333,22.1363636363636,0,18.7333333333333,2.06666666666667,16.1333333333333,7.84615384615385,0.0666666666666667,11.2,5.06666666666667,225.266666666667,44.6666666666667,20,4.73333333333333,12.8,36.14,0.466666666666667,0.866666666666667,27.78,7.86666666666667,68.4,357.733333333333,0,0.2
2018-12-02,"LA","DET",21.6,33,65.0333333333333,253.133333333333,7.44666666666667,12.0466666666667,1.86666666666667,0.733333333333333,2.33333333333333,15.6,95.8466666666667,13,28.7333333333333,128.133333333333,4.48,1.2,7.06666666666667,25.2,54.7333333333333,36.8666666666667,17.8666666666667,2.53333333333333,19.7333333333333,0.866666666666667,0.133333333333333,0.933333333333333,0.866666666666667,0.0666666666666667,4.53333333333333,0.133333333333333,8.13333333333333,1.8,2.2,79.3083333333333,0,2.73333333333333,2.86666666666667,97.1928571428572,3.06666666666667,68.9333333333333,22.9733333333333,0,27.2666666666667,2.06666666666667,24.2,9.23571428571429,0,15.9333333333333,3.66666666666667,153.666666666667,43.4066666666667,22.0666666666667,5.2,12.7333333333333,39.7266666666667,0.4,0.866666666666667,35.5533333333333,6.33333333333333,53.6666666666667,381.266666666667,0,0.4
2018-12-02,"GB","ARI",22.8,38.3333333333333,59.8733333333333,269.533333333333,7.06,12.8333333333333,1.86666666666667,0.4,3.26666666666667,22.3333333333333,96.1866666666667,12.9333333333333,22.5333333333333,98.8,4.46,0.733333333333333,5.93333333333333,24.2666666666667,56.6,40.6666666666667,15.9333333333333,2.73333333333333,19.2,0.666666666666667,0.133333333333333,0.733333333333333,0.533333333333333,0,3.33333333333333,0,7.93333333333333,1.8,2.2,89.5214285714286,0,2.53333333333333,2.66666666666667,89.2857142857143,2.46666666666667,49.0666666666667,19.3642857142857,0,20.6666666666667,1.93333333333333,15.5333333333333,7.06428571428571,0,9.33333333333333,4.26666666666667,189.6,43.1571428571429,20.6,5,13,36.8,0.466666666666667,1.26666666666667,21.1133333333333,7.2,65.7333333333333,368.333333333333,0,0.733333333333333
2018-12-02,"HOU","CLE",19.4666666666667,30.7333333333333,63.74,223.6,7.28,12.2,1.73333333333333,0.8,2.8,15.6,95.0666666666667,11.6,29.6,127.733333333333,4.24666666666667,0.6,5.46666666666667,18.1333333333333,58.8,42.8666666666667,15.9333333333333,2.4,17.4666666666667,1,0.133333333333333,0.933333333333333,0.6,0.0666666666666667,5.26666666666667,0,7.46666666666667,1.73333333333333,2.2,81.9230769230769,0,2.26666666666667,2.4,93.3333333333333,1.46666666666667,36.4,24.6111111111111,0,17.1333333333333,2.33333333333333,18.7333333333333,8.57333333333333,0,12.4,4.66666666666667,206.4,43.7466666666667,19.6666666666667,4.46666666666667,12.4666666666667,35.4533333333333,0.6,1,41.1133333333333,7.13333333333333,53.8,351.333333333333,0,0.4
